CustomerID,AvgBasketSize,Score_AvgBasketSize
13687.0,87167.0,100.0
13902.0,27575.0,99.97671169073126
18052.0,17766.0,99.9534233814625
17940.0,9478.125,99.93013507219376
14277.0,8783.0,99.90684676292501
18251.0,3976.875,99.88355845365626
12798.0,3199.0,99.86027014438751
16308.0,2666.6666666666665,99.83698183511876
17308.0,2574.0,99.81369352585003
14956.0,2500.0,99.79040521658128
15838.0,2436.6315789473683,99.76711690731253
13139.0,2189.0,99.74382859804378
13316.0,2060.5714285714284,99.72054028877504
12415.0,2010.4285714285713,99.69725197950629
14646.0,1957.9540229885058,99.67396367023754
12357.0,1939.5,99.6506753609688
17450.0,1921.875,99.62738705170004
16754.0,1815.7428571428572,99.6040987424313
17404.0,1793.1,99.58081043316255
17381.0,1676.5,99.5575221238938
14091.0,1658.0,99.53423381462507
16684.0,1604.5588235294117,99.5109455053563
15939.0,1532.0,99.48765719608757
13027.0,1517.6470588235295,99.46436888681882
12497.0,1483.0,99.44108057755007
15310.0,1476.0,99.41779226828132
12671.0,1460.0,99.39450395901258
15481.0,1450.0,99.37121564974383
14028.0,1434.0,99.34792734047508
16377.0,1428.0,99.32463903120633
17857.0,1402.0,99.30135072193758
18079.0,1383.0,99.27806241266885
17511.0,1312.0714285714287,99.2547741034001
18102.0,1307.536842105263,99.23148579413134
12469.0,1276.0,99.20819748486261
12409.0,1265.3333333333333,99.18490917559384
17133.0,1229.5,99.16162086632511
13694.0,1198.9809523809524,99.13833255705636
17369.0,1152.0,99.11504424778761
12678.0,1144.9,99.09175593851887
17306.0,1128.0,99.06846762925011
13848.0,1083.3333333333333,99.04517931998137
15934.0,1083.0,99.02189101071262
14298.0,1075.1025641025642,98.99860270144387
13892.0,1071.0,98.97531439217514
12875.0,1056.0,98.95202608290639
17907.0,1046.0,98.92873777363764
17414.0,1039.0,98.89380530973452
16749.0,1039.0,98.89380530973452
12433.0,1007.5,98.85887284583139
17305.0,1006.0,98.83558453656265
13942.0,1000.0,98.8122962272939
14935.0,996.0,98.78900791802515
12454.0,956.7142857142857,98.76571960875641
15523.0,925.9411764705883,98.74243129948765
16467.0,923.0,98.71914299021891
14544.0,895.0,98.69585468095016
13081.0,894.2,98.67256637168141
14212.0,894.0,98.64927806241268
16214.0,888.0,98.62598975314391
15389.0,885.0,98.60270144387518
12511.0,876.5,98.57941313460643
12803.0,872.0,98.55612482533768
13373.0,870.6666666666666,98.53283651606894
17977.0,860.0,98.50954820680019
13783.0,859.25,98.48625989753144
12625.0,848.5,98.46297158826269
12482.0,845.0625,98.43968327899395
15769.0,844.8695652173913,98.41639496972519
15150.0,841.6666666666666,98.39310666045645
13763.0,832.0,98.3698183511877
12539.0,822.6666666666666,98.34653004191895
12477.0,822.0,98.32324173265022
12911.0,820.0,98.29995342338145
12714.0,815.0,98.27666511411272
14609.0,813.4285714285714,98.25337680484397
16991.0,793.0,98.23008849557522
16716.0,792.0,98.20680018630648
15190.0,790.0,98.18351187703773
12378.0,787.0,98.16022356776898
14676.0,786.5,98.13693525850023
14156.0,783.3840579710145,98.11364694923148
13712.0,776.0,98.09035863996274
13340.0,773.2,98.067070330694
13966.0,772.0,98.04378202142524
14459.0,771.5,98.0204937121565
16358.0,763.0,97.99720540288776
12653.0,762.0,97.97391709361901
15032.0,755.8571428571429,97.95062878435026
13935.0,750.6666666666666,97.92734047508151
15008.0,750.0,97.90405216581276
14316.0,749.0,97.88076385654402
17084.0,738.0,97.85747554727526
14737.0,726.0,97.83418723800652
12435.0,725.75,97.81089892873777
13253.0,721.5,97.78761061946902
17814.0,720.0,97.76432231020028
15050.0,702.0,97.74103400093153
12687.0,701.5,97.71774569166278
15613.0,700.0,97.69445738239403
12451.0,696.0,97.65952491849092
17919.0,696.0,97.65952491849092
15379.0,695.0,97.6245924545878
17665.0,690.0,97.60130414531905
17039.0,689.0,97.5780158360503
12543.0,688.0,97.55472752678156
14828.0,686.0,97.53143921751281
12931.0,684.3529411764706,97.50815090824406
13375.0,682.0,97.48486259897533
14733.0,681.75,97.46157428970656
16873.0,680.1428571428571,97.43828598043783
12742.0,679.5,97.41499767116906
13881.0,677.3103448275862,97.39170936190033
17722.0,671.0,97.36842105263158
12758.0,670.0,97.34513274336283
14160.0,665.8571428571429,97.32184443409409
17205.0,665.0,97.28691197019096
14969.0,665.0,97.28691197019096
13157.0,664.6,97.25197950628784
16120.0,663.5,97.2286911970191
13395.0,662.0,97.20540288775035
16180.0,657.6666666666666,97.1821145784816
17694.0,654.5,97.15882626921285
15786.0,654.25,97.1355379599441
17876.0,652.6666666666666,97.11224965067537
14855.0,648.6,97.08896134140662
17805.0,648.0,97.06567303213787
13802.0,642.0555555555555,97.04238472286913
16501.0,642.0,97.007452258966
14412.0,642.0,97.007452258966
15710.0,641.0,96.97251979506288
12731.0,640.8,96.94923148579413
12983.0,638.0,96.92594317652538
14286.0,636.7142857142857,96.90265486725663
16546.0,636.3333333333334,96.8793665579879
13124.0,636.0,96.85607824871914
18279.0,630.0,96.8327899394504
13458.0,626.0,96.80950163018164
12847.0,624.0,96.7862133209129
15468.0,622.5,96.76292501164416
16527.0,620.0,96.7396367023754
13707.0,619.6666666666666,96.71634839310667
16244.0,619.0,96.6930600838379
17815.0,612.0,96.66977177456917
12356.0,608.6666666666666,96.64648346530042
12867.0,606.8333333333334,96.62319515603167
13946.0,601.0,96.59990684676293
14845.0,600.0,96.5649743828598
12908.0,600.0,96.5649743828598
12557.0,599.5,96.53004191895668
12767.0,598.0,96.50675360968793
12396.0,591.0,96.4834653004192
17625.0,588.25,96.46017699115043
14899.0,586.0,96.42524452724732
14009.0,586.0,96.42524452724732
13762.0,584.0,96.3903120633442
12784.0,582.0,96.36702375407545
12377.0,580.5,96.34373544480671
14033.0,576.0,96.32044713553796
15061.0,575.4555555555555,96.29715882626921
16118.0,570.2,96.27387051700047
15370.0,567.0,96.23893805309734
14417.0,567.0,96.23893805309734
13815.0,564.2,96.20400558919422
12503.0,561.0,96.1690731252911
16958.0,561.0,96.1690731252911
15228.0,560.0,96.13414066138797
13069.0,559.9411764705883,96.11085235211924
15322.0,555.0,96.08756404285049
14913.0,553.0,96.06427573358174
17686.0,552.5,96.040987424313
18131.0,552.0,96.01769911504425
13665.0,550.6666666666666,95.9944108057755
15980.0,550.3333333333334,95.97112249650675
15608.0,548.0,95.947834187238
13294.0,543.0,95.92454587796925
18091.0,539.0,95.90125756870052
12516.0,538.5,95.87796925943177
15946.0,538.0,95.85468095016302
16767.0,537.2,95.83139264089428
12531.0,537.0,95.77317186772241
17161.0,537.0,95.77317186772241
13014.0,537.0,95.77317186772241
15157.0,537.0,95.77317186772241
16646.0,536.0,95.71495109455054
14566.0,533.3333333333334,95.69166278528178
16715.0,532.0,95.65673032137867
15817.0,532.0,95.65673032137867
17669.0,529.6666666666666,95.62179785747554
15559.0,526.0,95.58686539357242
17902.0,526.0,95.58686539357242
16705.0,525.8125,95.5519329296693
15631.0,525.0,95.52864462040056
12865.0,524.0,95.50535631113182
16276.0,523.5,95.48206800186307
12486.0,523.0,95.45877969259432
12806.0,521.75,95.43549138332557
15159.0,517.75,95.41220307405682
16553.0,516.304347826087,95.38891476478808
13654.0,516.0,95.36562645551932
18173.0,510.0,95.34233814625058
17354.0,509.6666666666667,95.31904983698183
18093.0,509.25,95.29576152771308
16938.0,508.8,95.27247321844435
18092.0,508.6666666666667,95.2491849091756
17038.0,507.0,95.22589659990685
16256.0,504.5,95.2026082906381
15241.0,503.3333333333333,95.17931998136935
17829.0,502.6,95.15603167210061
17584.0,501.5,95.13274336283186
13953.0,500.0,95.10945505356311
16386.0,499.0,95.08616674429436
16854.0,498.5,95.06287843502562
17409.0,498.0,95.03959012575687
15529.0,496.0,95.01630181648812
16461.0,495.0,94.99301350721937
12481.0,493.625,94.96972519795062
13459.0,493.0,94.93479273404752
12903.0,493.0,94.93479273404752
12668.0,491.7142857142857,94.89986027014439
16072.0,490.3333333333333,94.87657196087565
17132.0,490.0,94.82999534233815
15782.0,490.0,94.82999534233815
13337.0,490.0,94.82999534233815
15494.0,487.25,94.78341872380065
17195.0,486.0,94.7601304145319
15177.0,485.0,94.73684210526315
13334.0,484.3333333333333,94.71355379599441
16012.0,483.5,94.69026548672566
14062.0,480.4,94.66697717745691
13031.0,479.8,94.64368886818816
15265.0,479.0,94.62040055891943
13526.0,477.75,94.59711224965068
14146.0,477.57142857142856,94.57382394038193
13206.0,477.0,94.55053563111319
14309.0,475.0,94.52724732184443
14258.0,473.27272727272725,94.50395901257569
16253.0,471.3333333333333,94.48067070330694
17103.0,471.0,94.45738239403819
16367.0,470.0,94.43409408476946
17648.0,467.0,94.41080577550069
14490.0,466.5,94.38751746623196
14014.0,464.0,94.3642291569632
13055.0,463.5,94.34094084769445
15484.0,462.0,94.3176525384257
17160.0,461.1666666666667,94.29436422915697
12759.0,460.0,94.27107591988822
14135.0,458.75,94.24778761061947
12777.0,458.0,94.22449930135072
13775.0,455.0,94.1895668374476
13357.0,455.0,94.1895668374476
12939.0,454.3333333333333,94.15463437354448
13550.0,454.0,94.13134606427573
16422.0,453.68055555555554,94.108057755007
17107.0,451.1666666666667,94.08476944573823
