CustomerID,RecentPurDate,Score_RecentPurDate
17530.0,2010-12-09 20:01:00,100.0
13969.0,2010-12-09 19:32:00,99.97671169073126
13230.0,2010-12-09 19:28:00,99.9534233814625
14702.0,2010-12-09 19:23:00,99.93013507219376
14713.0,2010-12-09 18:58:00,99.90684676292501
17965.0,2010-12-09 18:09:00,99.88355845365626
14031.0,2010-12-09 17:34:00,99.86027014438751
17841.0,2010-12-09 17:27:00,99.83698183511876
17576.0,2010-12-09 16:57:00,99.81369352585003
15555.0,2010-12-09 16:53:00,99.79040521658128
16907.0,2010-12-09 16:52:00,99.76711690731253
16163.0,2010-12-09 16:28:00,99.74382859804378
13090.0,2010-12-09 16:11:00,99.72054028877504
15596.0,2010-12-09 16:10:00,99.69725197950629
15211.0,2010-12-09 16:08:00,99.67396367023754
17838.0,2010-12-09 15:50:00,99.6506753609688
18225.0,2010-12-09 15:46:00,99.62738705170004
15329.0,2010-12-09 15:43:00,99.6040987424313
12605.0,2010-12-09 15:41:00,99.58081043316255
14696.0,2010-12-09 15:38:00,99.5575221238938
15535.0,2010-12-09 15:36:00,99.53423381462507
13136.0,2010-12-09 15:34:00,99.5109455053563
13327.0,2010-12-09 15:33:00,99.4760130414532
17700.0,2010-12-09 15:33:00,99.4760130414532
16817.0,2010-12-09 15:30:00,99.44108057755007
14217.0,2010-12-09 15:29:00,99.40614811364695
15811.0,2010-12-09 15:29:00,99.40614811364695
14898.0,2010-12-09 15:28:00,99.37121564974383
17950.0,2010-12-09 15:24:00,99.33628318584071
17307.0,2010-12-09 15:24:00,99.33628318584071
16042.0,2010-12-09 15:23:00,99.28970656730321
17456.0,2010-12-09 15:23:00,99.28970656730321
12826.0,2010-12-09 15:21:00,99.2547741034001
16781.0,2010-12-09 15:18:00,99.23148579413134
17442.0,2010-12-09 15:13:00,99.20819748486261
15380.0,2010-12-09 15:01:00,99.17326502095948
14047.0,2010-12-09 15:01:00,99.17326502095948
16579.0,2010-12-09 15:00:00,99.13833255705636
15279.0,2010-12-09 14:58:00,99.11504424778761
14441.0,2010-12-09 14:57:00,99.09175593851887
15192.0,2010-12-09 14:56:00,99.06846762925011
17097.0,2010-12-09 14:55:00,99.04517931998137
