CustomerID,LoyalScore,BigSpenderScore,DealSeekerScore,ChurnedScore,NewCustomerScore
18102.0,66.72876882471665,99.69725197950629,49.685607824871916,0.9082440614811347,32.88309268747089
14646.0,66.6705480515448,99.79816798633753,49.96506753609688,7.481369352585006,28.547585778605804
14156.0,66.7675826734979,98.92873777363764,49.69725197950628,5.321378667908711,29.863375252290027
14911.0,66.68995497593541,89.62117683589504,46.59990684676292,1.0305076851420623,32.669616519174035
13694.0,66.65890389691042,99.1460953268126,50.37261294829996,7.033069399161619,28.815401335196402
17511.0,66.9422449930135,99.5109455053563,49.93013507219376,3.429203539823,31.68374476013042
15061.0,66.82968483154791,97.68669461263778,49.69725197950628,2.9809035863996343,31.563421828908556
16684.0,66.26300263934172,99.6351498214563,49.97671169073125,11.53353516534699,26.50597733271231
13089.0,66.74429436422916,85.90281012265177,46.48346530041919,3.679552864462046,31.035553485483614
16754.0,66.25523986958547,99.47213165657507,50.29110386585934,6.183046110852352,30.01086787765875
15311.0,66.74041297935104,81.85064430988977,49.90684676292501,0.7044713553796029,32.98012730942401
17850.0,67.29933240180095,73.39698804533458,41.22030740568235,5.921052631578959,29.51016922838069
13093.0,67.18677224033536,92.26051855301972,46.37866790870982,6.800186306474146,29.12591212544635
17949.0,66.50752988666356,92.6719453501009,50.314392175128084,5.303912435957152,30.09237696009937
17450.0,60.790249961186134,99.74382859804378,49.84862598975314,12.040055891942245,37.07498835584537
16029.0,67.98245614035089,94.045955596957,45.691662785281785,5.93269678621332,29.906070485949385
15838.0,65.30430057444497,99.62738705170004,50.13972985561249,5.0128085700978104,32.62303990063655
14298.0,67.36143455985095,98.71914299021891,50.72193758733116,9.00093153237075,28.116752057133983
12931.0,66.30957925787921,97.41499767116908,51.17605961807173,12.214718211457857,25.780158360503034
13798.0,66.60456450861668,94.15463437354448,50.023288309268736,5.926874708896122,29.840086943021262
15769.0,76.58360503027481,98.94426331315015,49.767116907312534,6.386818816953891,31.02390933084924
13902.0,60.74367334264864,99.79040521658128,50.0465766185375,54.8439683278994,8.593386120167679
13081.0,66.34451172178233,98.84334730631889,50.15137401024685,6.060782487191439,30.930756093774253
13777.0,67.50892718521969,94.16239714330072,46.821145784816025,1.0537959944107982,33.4070796460177
17841.0,66.99270299642914,64.00403664027326,46.93758733115976,0.16301816488123677,33.51963980748331
16705.0,66.48036019251668,97.19764011799411,49.46436888681881,16.703539823008846,23.299953423381467
14680.0,66.65114112715418,85.52243440459556,45.40055891942245,5.472752678155565,30.166123272783725
13881.0,66.4337835739792,97.95062878435026,50.151374010246855,9.105728924080111,28.528178854215174
16422.0,66.42213941934483,90.48284427883868,58.0577550069865,4.500465766185364,30.806551777674272
17940.0,71.5804999223723,99.68948920975004,50.05822077317186,41.2435957149511,17.722403353516544
14031.0,66.88014283496351,91.04176370128862,43.19981369352585,0.6171401956218006,33.88448998602701
13408.0,68.24250892718523,85.93386120167675,48.195156031672106,5.682347461574295,30.111783884489984
17389.0,66.68219220617918,92.99798167986337,45.854680950163015,8.453656264555185,28.753299177146403
16779.0,68.45210371060394,94.93867411892563,49.615742897065665,3.0624126688402455,32.27759664648347
18251.0,83.86896444651451,99.59633597267505,50.09315323707499,41.32510479739171,17.70687781400404
12482.0,75.89659990684676,97.20540288775037,52.22403353516535,33.855379599441086,11.943021269989133
13802.0,71.93370594628163,98.16798633752524,49.37121564974384,9.903353516534693,29.781866169849398
12709.0,66.89566837447602,94.05371836671326,47.24033535165347,3.3011178388449025,32.42120788697408
12748.0,66.61232727837292,48.641515292656415,55.1467163483931,0.8965999068467596,33.04611085235212
17920.0,76.00139729855613,88.75950939295141,46.30880298090358,3.842571029343283,31.710914454277276
15039.0,67.16348393106661,78.27977022201522,42.780624126688394,4.244294364229162,31.155876416705482
17381.0,86.48113646949231,99.23924856388759,50.221238938053105,8.925244527247322,34.02810122651763
17677.0,66.91895668374475,84.82378512653315,49.94177922682813,2.5267815556590634,32.38627542307095
12415.0,82.53764943331781,99.47213165657507,49.98835584536562,19.06730321378668,35.13817730166124
16013.0,66.38332557056357,88.15789473684212,47.21122496506754,5.618304611085236,30.527092066449303
12471.0,66.8607359105729,63.2199968948921,44.1895668374476,6.509082440614812,29.5606272317963
14606.0,67.51280857009782,46.467939760906695,50.745225896599905,2.2764322310200313,32.25042695233659
14258.0,65.87098276665115,96.47570253066294,49.24312994876572,17.215882626921285,24.184909175593848
12921.0,66.4337835739792,81.86616984940225,52.16581276199348,2.748020493712154,32.23102002794597
13767.0,68.86353050768514,79.52957615277131,42.05868653935724,4.86725663716814,30.996739636702376
14527.0,66.9073125291104,45.80810433162552,39.83465300419189,1.0829063809967323,33.123738549914606
18008.0,87.16814159292035,97.09672411116287,47.63623660922217,28.813460642757338,19.317652538425712
15856.0,68.22698338767272,93.52585002328833,48.113646949231494,1.705868653935724,33.748641515292654
17675.0,66.99270299642912,77.37152616053407,43.45598509548206,3.2487191429902182,32.02918801428351
16210.0,68.07560937742586,94.02266728768825,45.80810433162553,5.670703306939899,32.16115510013973
12681.0,67.08197484862598,92.64089427107592,49.24312994876572,3.9764788076385713,32.11069709672412
15523.0,68.45598509548206,98.26113957460022,50.6986492780624,18.234746157428972,24.701133364384418
13078.0,67.31097655643534,70.99052942089737,40.055891942245,2.8586399627387067,32.250426952336596
12678.0,62.94441856854527,98.93650054339389,50.01164415463438,15.1432231020028,32.06412047818662
17404.0,62.54075454122031,99.08399316876262,50.2678155565906,26.77573358174197,24.31687626145008
17865.0,66.95000776276976,85.1653469958081,44.09641360037261,9.35025617140196,28.29529576152771
13564.0,66.98882161155099,75.84614190343115,49.248952026082904,3.7086632510479802,31.823474615742892
15768.0,76.70004657661853,77.5034932463903,30.996739636702376,36.649976711690734,10.28955131190809
14062.0,65.19174041297934,96.8638410184754,48.637633907778294,11.085235211923617,30.530973451327437
15808.0,68.11830461108525,92.7650985871759,45.08616674429436,6.311131811830464,31.967085856233492
17448.0,68.99549759354137,77.75190187859027,57.51047973917093,37.82603632976246,9.000931532370748
13001.0,70.5829840086943,94.04595559695697,48.521192361434565,23.678388448998597,20.02406458624438
17428.0,66.28629094861047,95.54417015991307,48.91709361900326,6.0724266418258,32.312529110386585
12647.0,67.39248563887595,79.45971122496506,39.496972519795065,3.5863996273870598,32.19996894892097
17377.0,68.04455829840087,53.80375718056202,43.29296693060084,1.4031206334420077,33.18972209284272
12939.0,86.2560161465611,96.87160378823164,48.03213786679087,15.248020493712154,30.03803757180562
14895.0,67.54774103400094,89.33395435491383,44.56217978574756,14.770610153702833,25.690886508306164
16019.0,65.93308492470113,85.73979195777054,41.65114112715417,13.41988821611551,26.273094240024836
15513.0,66.88402421984163,89.85405992858252,43.6190032603633,3.015836050302738,34.07855922993324
14667.0,67.35367179009471,81.83511877037726,49.88355845365626,1.1760596180717329,33.806862288464515
17243.0,70.17931998136935,60.99596335972675,41.249417792268275,5.274802049371225,30.84924701133365
12357.0,68.32789939450396,99.27806241266883,49.84862598975315,47.554727526781555,44.30988976866947
12409.0,58.46530041918957,98.94426331315015,49.87191429902188,39.561015370284125,24.689489209750036
14088.0,60.92997981679863,97.00357087408787,46.99580810433163,28.41755938518864,32.12622263623661
13687.0,60.68157118459866,99.38674118925633,50.0,74.48765719608757,41.62397143300729
12682.0,71.84443409408478,87.03617450706412,44.73684210526316,1.740801117838835,34.447290793355066
17589.0,66.3716814159292,94.96972519795061,49.56916627852818,16.394969725197953,26.121720229777992
15498.0,68.33178077938209,89.79195777053253,48.26502095947835,3.1206334420121067,33.682657972364545
16525.0,68.06396522279148,88.54215183977642,49.61574289706567,3.3127619934792776,33.096568855767735
15640.0,68.94892097500389,92.84272628473839,47.391709361900325,7.947135537959944,31.45862443719919
13340.0,78.91243595714951,98.56388759509393,49.231485794131345,41.575454122030735,27.057133985405994
16746.0,73.9209750038814,87.47865238317031,50.15137401024686,14.77061015370284,25.403664027324947
12949.0,69.06148113646948,92.85825182425089,47.659524918490916,14.93362831858407,26.824250892718524
14134.0,87.23024375097036,94.86880919111938,48.1951560316721,16.191197019096414,27.321068157118464
13319.0,68.04455829840089,62.71541686073591,41.89566837447602,1.7000465766185187,33.449774879677065
17044.0,68.62676603011955,95.37338922527557,48.04378202142525,12.208896134140659,31.3965222791492
12621.0,68.90234435646639,90.117994100295,48.8122962272939,2.71891010712622,34.19111939139885
15615.0,69.50007762769756,85.9571495109455,49.21984163949697,17.99604098742431,23.299953423381467
16553.0,69.22061791647259,93.16099984474461,54.56450861667443,3.382626921285528,33.59338612016767
18052.0,60.56512963825492,99.24701133364385,49.98835584536562,85.01397298556125,34.72286911970192
12472.0,65.64974382859805,87.44760130414532,50.97810898928737,5.408709827666506,31.792423536717905
16652.0,68.10277907157274,93.77425865548828,45.947834187238,26.228458313926406,22.09672411116286
18087.0,70.45489830771618,88.95357863685763,41.872380065207274,13.15789473684211,28.403974538115207
17416.0,75.11644154634374,91.47647880763857,45.10945505356312,20.790638099673963,23.750194069243907
16191.0,65.55659059152305,94.58158671013818,49.08011178388449,11.783884489986029,30.344666977177464
13027.0,64.88122962272939,96.3282099052942,53.80763856544015,16.255239869585473,26.36236609222171
17716.0,65.92144077006675,94.25555038037572,48.68421052631579,22.962272938984636,22.90793355069088
14299.0,66.83356621642604,85.6854525694768,49.394503959012575,2.3346530041918996,34.03586399627387
18172.0,70.2841173730787,65.14516379444184,42.559385188635304,12.104098742431297,26.731097655643534
13225.0,84.3075609377426,96.3903120633442,47.93898462971589,34.09990684676292,21.103089582362987
15251.0,66.35227449153858,93.49479894426332,49.26641825803448,27.57918025151374,19.278838689644463
13952.0,73.4008694302127,93.04455829840087,46.902654867256636,11.201676758267347,31.485794131346072
14091.0,68.08725353206025,98.98307716193138,49.81369352585004,78.62133209129017,23.839465921440773
17340.0,65.94861046421364,92.45458779692596,48.25337680484397,4.151141127154169,34.92081974848626
17706.0,65.8166433783574,80.40676913522744,42.2100605496041,3.5805775500698545,33.445893494798945
12714.0,82.01754385964914,98.15246079801273,49.76711690731254,26.33325570563577,30.814314547430524
16843.0,67.11690731252912,91.26688402421985,53.74941779226829,29.028877503493234,17.031516845210366
14952.0,66.61232727837292,71.59602546188479,39.042850489054494,3.0973451327433565,33.19360347772085
14961.0,68.08337214718212,91.08834031982612,46.75128085700978,13.722636236609226,28.5786368576308
14543.0,65.47896289396057,62.56792423536718,25.989753143921753,12.657196087564039,26.835895047352892
15093.0,66.1970190964136,86.08911659680173,55.46110852352119,6.526548672566371,31.20245303524298
16549.0,73.73854991460955,77.23955907467784,47.60130414531905,20.808104331625525,21.51063499456606
14040.0,69.30600838379134,72.69057599751592,39.41546343735445,15.818584070796462,24.94566061170625
