CustomerID,RichScore
12737.0,96.35149821456294
13205.0,82.75500698649277
13734.0,79.07157273715261
14612.0,77.45691662785282
17474.0,76.33907778295297
16993.0,74.83698183511876
15588.0,73.94426331315013
13361.0,73.88604253997826
13237.0,73.82005899705014
13543.0,73.6221083682658
18026.0,72.97003570874087
15929.0,72.83806862288465
16532.0,72.72550846141904
15734.0,72.55084614190343
14145.0,72.32572581897222
15077.0,72.29079335506908
12739.0,72.22092842726285
16088.0,72.21704704238472
12666.0,72.20540288775035
12730.0,72.13941934482223
15154.0,72.11224965067537
13096.0,72.02685918335662
14737.0,71.90653625213476
12664.0,71.73575531749728
13029.0,71.58826269212854
16534.0,71.56885576773793
12980.0,71.42912591212544
12967.0,71.05263157894736
13864.0,71.040987424313
12385.0,71.03322465455675
15828.0,70.97112249650675
17039.0,70.77705325260054
15649.0,70.76929048284428
12358.0,70.63732339698805
12403.0,70.3927961496662
14220.0,70.38503337990996
16586.0,70.31128706722559
16772.0,70.25694767893184
14538.0,70.21037106039434
12368.0,70.09781089892873
12653.0,69.84940226672876
16036.0,69.79894426331315
14118.0,69.6320447135538
13562.0,69.59323086477254
14439.0,69.51560316721006
12973.0,69.44185685452568
15151.0,69.43797546964758
16833.0,69.34482223257258
18152.0,69.34482223257258
15370.0,69.33705946281633
14899.0,69.28272007452259
15493.0,69.11582052476324
13286.0,69.11582052476324
13696.0,69.06148113646951
17842.0,68.89458158671015
16917.0,68.87905604719764
14414.0,68.78978419500078
12873.0,68.7005123428039
16222.0,68.65005433938829
15257.0,68.59959633597266
12455.0,68.58795218133831
17686.0,68.56854525694767
13270.0,68.56078248719143
14442.0,68.49868032914145
16072.0,68.46762925011645
18089.0,68.45598509548206
14088.0,68.43657817109143
18055.0,68.43269678621333
13775.0,68.41328986182269
17178.0,68.3822387827977
12371.0,68.29684831547898
17305.0,68.2890855457227
12917.0,68.26191585157585
12837.0,68.21922061791646
15908.0,68.20757646328211
14834.0,68.1920509237696
16972.0,68.14159292035397
14459.0,68.08337214718212
12477.0,68.08337214718212
13935.0,68.0833721471821
13204.0,68.07172799254774
12911.0,68.06784660766964
14072.0,68.03291414376649
15396.0,67.99798167986337
12784.0,67.96693060083838
12557.0,67.9397609066915
12349.0,67.92811675205714
17819.0,67.88154013351965
12823.0,67.83496351498214
14061.0,67.82331936034777
14506.0,67.8116752057134
15559.0,67.78450551156654
17400.0,67.7185219686384
18194.0,67.71075919888217
14758.0,67.66030119546654
16749.0,67.65641981058843
17478.0,67.60984319205092
14474.0,67.59431765253841
14091.0,67.57102934326967
15200.0,67.54385964912281
15497.0,67.54385964912281
16336.0,67.53609687936655
16198.0,67.52445272473219
12539.0,67.48952026082907
12357.0,67.48952026082905
15939.0,67.45846918180406
17106.0,67.45458779692594
17018.0,67.45458779692594
17870.0,67.44294364229155
16529.0,67.4312994876572
12629.0,67.41189256326658
12503.0,67.40412979351032
12744.0,67.38472286911971
18264.0,67.3381462505822
16003.0,67.32262071106972
13340.0,67.31873932619159
12786.0,67.29545101692284
14712.0,67.27604409253222
16614.0,67.26828132277596
14733.0,67.26439993789785
12582.0,67.20229777984785
12486.0,67.18289085545722
17104.0,67.15960254618848
16501.0,67.15183977643223
12374.0,67.15183977643223
15043.0,67.1479583915541
18074.0,67.14407700667599
15228.0,67.12467008228536
15165.0,67.10526315789474
16069.0,67.08973761838223
12671.0,67.08585623350412
18066.0,67.07809346374788
16568.0,67.03539823008849
12356.0,66.92671945350101
12586.0,66.91119391398851
12863.0,66.90731252911037
12378.0,66.86461729545103
12435.0,66.83744760130413
14619.0,66.8141592920354
17450.0,66.80639652227914
17809.0,66.79087098276665
12731.0,66.79087098276665
15140.0,66.79087098276665
17584.0,66.78310821301041
15265.0,66.78310821301041
13658.0,66.7831082130104
15177.0,66.7675826734979
17853.0,66.75205713398542
14332.0,66.72488743983853
12511.0,66.64725974227606
12916.0,66.64725974227605
18102.0,66.64337835739792
13559.0,66.6433783573979
15944.0,66.6394969725198
18098.0,66.62785281788543
13458.0,66.61620866325106
15811.0,66.59680173886044
16912.0,66.58515758422605
14646.0,66.58127619934793
16684.0,66.55022512032293
18008.0,66.55022512032293
17787.0,66.55022512032293
12415.0,66.54246235056668
14866.0,66.52693681105418
13225.0,66.51141127154168
12668.0,66.50364850178543
17511.0,66.50364850178543
16110.0,66.4958857320292
15838.0,66.47259742276043
13902.0,66.46483465300419
14700.0,66.45707188324793
12409.0,66.44154634373545
18251.0,66.44154634373544
15823.0,66.43378357397921
17940.0,66.4337835739792
13680.0,66.42213941934483
16111.0,66.42213941934482
