CustomerID,Score_TotalRevenue,Score_TotalInvoices,Score_ReturnedItems,Score_BoughtItems,Score_AvgBasketSize,Score_AvgSubtotal,Score_AvgItemCost,Score_RecentPurDate
18102.0,100.0,99.76711690731253,99.58081043316255,99.93013507219376,99.23148579413134,99.86027014438751,84.74615742897066,98.41639496972519
14646.0,99.97671169073126,99.70889613414066,99.67396367023754,99.97671169073126,99.67396367023754,99.74382859804378,26.0130414531905,85.32836516068933
14156.0,99.9534233814625,99.90684676292501,99.5575221238938,99.90684676292501,98.11364694923148,98.71914299021891,42.990218910107124,89.45039590125758
14911.0,99.93013507219376,100.0,99.86027014438751,99.81369352585003,81.06660456450861,87.86679087098277,58.91942244993014,97.93898462971589
13694.0,99.90684676292501,99.79040521658128,99.72054028877504,99.9534233814625,99.13833255705636,98.39310666045645,8.663251047973917,86.14345598509549
17511.0,99.88355845365626,99.10340009315324,98.16022356776898,99.76711690731253,99.2547741034001,99.39450395901258,31.625523986958548,94.03819282720075
15061.0,99.86027014438751,99.74382859804378,99.11504424778761,99.72054028877504,96.29715882626921,96.90265486725663,35.70097810898929,94.29436422915697
16684.0,99.83698183511876,98.78900791802515,99.83698183511876,99.74382859804378,99.5109455053563,99.5575221238938,23.940381928272007,78.14392175128086
13089.0,99.81369352585003,99.86027014438751,99.44108057755007,99.53423381462507,75.43083372147183,82.46390312063345,55.56590591523055,92.78062412668841
16754.0,99.79040521658128,98.90544946436889,99.93013507219376,99.79040521658128,99.6040987424313,99.02189101071262,5.1700046576618535,88.72845831392641
15311.0,99.76711690731253,99.94177922682813,99.48765719608757,99.62738705170004,72.79925477410339,72.98556124825338,39.52026082906381,98.64927806241268
17850.0,99.74382859804378,99.94177922682813,97.78761061946902,99.39450395901258,51.443875174662324,69.00326036329763,76.57196087564043,88.21611551001396
13093.0,99.72054028877504,99.6506753609688,97.81089892873777,99.41779226828132,84.90917559385188,92.15183977643223,64.18258034466697,86.7489520260829
17949.0,99.69725197950629,99.70889613414066,99.88355845365626,99.5575221238938,89.47368421052632,88.84489986027015,32.41732650209595,89.68327899394504
17450.0,99.67396367023754,82.51047973917093,99.81369352585003,99.18490917559384,99.62738705170004,99.93013507219376,88.51886353050769,93.40940847694458
16029.0,99.6506753609688,99.3828598043782,95.08616674429436,99.23148579413134,86.93525850023288,95.5519329296693,79.41313460642758,88.75174662319516
15838.0,99.62738705170004,96.23893805309734,99.9534233814625,99.69725197950629,99.76711690731253,99.48765719608757,5.379599441080578,93.73544480670704
14298.0,99.6040987424313,99.02189101071262,96.54168607359107,99.67396367023754,98.99860270144387,97.55472752678156,7.009781089892873,82.97624592454588
12931.0,99.58081043316255,99.32463903120633,99.97671169073126,99.6506753609688,97.50815090824406,95.15603167210061,10.759198882161156,76.24592454587797
13798.0,99.5575221238938,99.53423381462507,99.27806241266885,99.46436888681882,91.47647880763856,91.42990218910107,32.021425244527244,88.61201676758267
15769.0,99.53423381462507,97.3102002794597,67.09361900326036,99.32463903120633,98.41639496972519,98.88216115510014,40.987424312994875,89.91616208663251
13902.0,99.5109455053563,82.51047973917093,99.79040521658128,100.0,99.97671169073126,99.88355845365626,0.5356311131811831,7.801583605030276
13081.0,99.48765719608757,97.79925477410339,98.25337680484397,99.44108057755007,98.67256637168141,98.3698183511877,22.356776897997204,90.07918025151373
13777.0,99.46436888681882,99.10340009315324,96.040987424313,99.04517931998137,88.33255705635771,94.69026548672566,68.67722403353517,98.78900791802515
17841.0,99.44108057755007,99.83698183511876,98.29995342338145,99.16162086632511,43.2231020027946,49.34792734047508,60.92221704704238,99.83698183511876
16705.0,99.41779226828132,98.6376339077783,98.61434559850954,99.2547741034001,95.5519329296693,96.62319515603167,43.688868188169536,67.95528644620401
14680.0,99.39450395901258,99.58081043316255,99.02189101071262,99.06846762925011,73.9869585468095,83.1858407079646,60.479739170936185,89.47368421052632
13881.0,99.37121564974383,98.41639496972519,98.48625989753144,99.34792734047508,97.39170936190033,97.08896134140662,24.336283185840706,83.37214718211457
16422.0,99.34792734047508,99.61574289706567,99.69725197950629,99.6040987424313,94.108057755007,77.992547741034,4.6809501630181645,91.38332557056358
17940.0,99.32463903120633,82.51047973917093,67.09361900326036,99.83698183511876,99.93013507219376,99.81369352585003,0.9781089892873778,35.00232883092688
14031.0,99.30135072193758,98.90544946436889,97.56637168141593,98.60270144387518,80.11178388448998,93.71215649743829,83.51187703772706,99.86027014438751
13408.0,99.27806241266885,99.5109455053563,94.0614811364695,98.99860270144387,77.45691662785282,81.06660456450861,47.065673032137866,89.1243595714951
17389.0,99.2547741034001,98.78900791802515,97.99720540288776,98.78900791802515,85.72426641825803,94.014904517932,71.98416394969726,84.30367955286447
16779.0,99.23148579413134,98.90544946436889,92.78062412668841,99.11504424778761,92.40801117838845,93.1765253842571,34.79273404750815,94.96972519795062
