CustomerID,BigSpenderScore
14646.0,99.79816798633753
13902.0,99.79040521658128
17450.0,99.74382859804378
18102.0,99.69725197950629
17940.0,99.68948920975004
16684.0,99.6351498214563
15838.0,99.62738705170004
18251.0,99.59633597267505
17511.0,99.5109455053563
12415.0,99.47213165657507
16754.0,99.47213165657507
13687.0,99.38674118925633
12357.0,99.27806241266883
18052.0,99.24701133364385
17381.0,99.23924856388759
13694.0,99.1460953268126
17404.0,99.08399316876262
14091.0,98.98307716193138
15769.0,98.94426331315015
12409.0,98.94426331315015
12678.0,98.93650054339389
14156.0,98.92873777363764
13081.0,98.84334730631889
14298.0,98.71914299021891
13340.0,98.56388759509393
17133.0,98.27666511411273
15523.0,98.26113957460022
13802.0,98.16798633752524
12714.0,98.15246079801273
12477.0,98.004968172644
13881.0,97.95062878435026
15032.0,97.91181493556901
13316.0,97.77208507995653
12433.0,97.7177456916628
15061.0,97.68669461263778
12497.0,97.61682968483156
14160.0,97.57801583605031
13935.0,97.53920198726905
17308.0,97.44604875019407
12539.0,97.43052321068156
12931.0,97.41499767116908
14733.0,97.36842105263158
12435.0,97.29855612482532
16873.0,97.2597422760441
12731.0,97.21316565750658
12482.0,97.20540288775037
16705.0,97.19764011799411
12758.0,97.16658903896911
12557.0,97.15882626921287
18008.0,97.09672411116287
16749.0,97.02297779847851
14088.0,97.00357087408787
12939.0,96.87160378823164
14062.0,96.8638410184754
14855.0,96.72411116286291
13373.0,96.59214407700667
16180.0,96.4989908399317
12668.0,96.4834653004192
14258.0,96.47570253066294
13225.0,96.3903120633442
13027.0,96.3282099052942
14828.0,96.13414066138797
14439.0,96.08756404285049
13139.0,95.93619003260363
17409.0,95.81586710138178
14676.0,95.80810433162553
15150.0,95.68390001552554
18092.0,95.67613724576927
14459.0,95.64508616674429
13680.0,95.55969569942556
17428.0,95.54417015991307
12481.0,95.49759354137556
14016.0,95.48206800186306
15939.0,95.45101692283806
13763.0,95.38115199503183
17044.0,95.37338922527557
12469.0,95.34233814625058
12511.0,95.09392951405061
17625.0,95.09392951405061
17589.0,94.96972519795061
12356.0,94.9619624281944
16779.0,94.93867411892563
17107.0,94.8998602701444
14134.0,94.86880919111938
17876.0,94.86880919111938
16118.0,94.8532836516069
12451.0,94.83387672721626
17584.0,94.7601304145319
14146.0,94.7135537959944
12671.0,94.6980282564819
16938.0,94.67473994721318
13157.0,94.62040055891941
16072.0,94.59711224965069
16191.0,94.58158671013818
15786.0,94.54277286135694
17504.0,94.53501009160071
12454.0,94.48843347306318
13869.0,94.48455208818507
15382.0,94.40692439062256
16126.0,94.25555038037572
17716.0,94.25555038037572
14607.0,94.24002484086323
13777.0,94.16239714330072
13798.0,94.15463437354448
12744.0,94.15463437354448
12709.0,94.05371836671326
16029.0,94.045955596957
13001.0,94.04595559695697
16210.0,94.02266728768825
14936.0,93.96056512963825
15980.0,93.94503959012576
13629.0,93.86741189256327
14426.0,93.78978419500076
16652.0,93.77425865548828
13206.0,93.75873311597577
15159.0,93.75097034621952
16546.0,93.75097034621952
17829.0,93.65005433938829
14049.0,93.58795218133831
12625.0,93.5724266418258
15332.0,93.5569011023133
16308.0,93.5569011023133
12867.0,93.54137556280084
14028.0,93.54137556280081
15856.0,93.52585002328833
15251.0,93.49479894426332
14737.0,93.47151063499457
13654.0,93.34730631889458
17160.0,93.32401800962583
16279.0,93.27356000621023
15296.0,93.2386275423071
16553.0,93.16099984474461
15281.0,93.12994876571963
16636.0,93.12218599596336
17686.0,93.07560937742586
13178.0,93.07172799254774
15050.0,93.0678466076696
13952.0,93.04455829840087
17389.0,92.99798167986337
17139.0,92.96693060083838
17305.0,92.95916783108213
16258.0,92.92035398230088
15817.0,92.90094705791027
12524.0,92.8737773637634
12949.0,92.85825182425089
15640.0,92.84272628473839
13357.0,92.81555659059153
13815.0,92.77286135693215
15808.0,92.7650985871759
17669.0,92.74957304766342
16131.0,92.69523365936966
12759.0,92.68747088961341
15934.0,92.67970811985715
17949.0,92.6719453501009
13031.0,92.65641981058842
15497.0,92.64089427107592
12681.0,92.64089427107592
17084.0,92.58655488278218
14866.0,92.57102934326967
13451.0,92.54774103400092
15481.0,92.53221549448843
13707.0,92.4934016457072
14566.0,92.47011333643843
17340.0,92.45458779692596
13458.0,92.45458779692596
14105.0,92.4312994876572
13334.0,92.4002484086322
14913.0,92.35367179009471
14286.0,92.29156963204473
12705.0,92.28380686228847
12806.0,92.26828132277596
13093.0,92.26051855301972
15034.0,92.23723024375096
16336.0,92.22170470423846
12967.0,92.19841639496973
16253.0,92.12078869740724
13174.0,92.113025927651
12633.0,92.08197484862599
15950.0,92.07421207886973
15823.0,92.04316099984476
12687.0,92.04316099984474
13953.0,91.94224499301352
16182.0,91.89566837447602
12653.0,91.89566837447599
14154.0,91.83356621642604
17039.0,91.78698959788854
15228.0,91.75593851886352
13381.0,91.73653159447291
14145.0,91.57739481446981
17416.0,91.47647880763857
12643.0,91.4687160378823
17722.0,91.28240956373232
16843.0,91.26688402421985
14257.0,91.20478186616985
15946.0,91.18925632665736
14961.0,91.08834031982612
14031.0,91.04176370128862
16320.0,91.03400093153236
13253.0,91.02623816177612
15123.0,91.01847539201988
16327.0,90.99518708275112
15310.0,90.97189877348238
17204.0,90.96413600372614
17857.0,90.94861046421363
12406.0,90.84769445738239
15179.0,90.84769445738239
12911.0,90.83216891786991
14101.0,90.80499922372303
17138.0,90.7700667598199
13715.0,90.65362521347618
12798.0,90.55270920664493
16422.0,90.48284427883868
15727.0,90.46731873932617
16709.0,90.45955596956996
12455.0,90.45179319981368
17400.0,90.34699580810432
15494.0,90.30430057444495
16718.0,90.25384257102934
12621.0,90.117994100295
13014.0,90.1063499456606
15389.0,90.08694302126999
17082.0,90.06365471200122
13162.0,90.00155255395124
12377.0,89.94721316565752
12766.0,89.94333178077939
17553.0,89.93945039590126
16120.0,89.89287377736377
15513.0,89.85405992858252
15151.0,89.83853438907
15498.0,89.79195777053253
18093.0,89.78419500077626
16276.0,89.77643223102002
13771.0,89.66775345443254
14135.0,89.6599906846763
15265.0,89.6289396056513
14911.0,89.62117683589504
12531.0,89.59400714174818
14769.0,89.58236298711381
13615.0,89.5668374476013
16563.0,89.5357863685763
17508.0,89.47368421052632
16409.0,89.39605651296382
12865.0,89.38053097345131
14895.0,89.33395435491383
15601.0,89.27185219686385
12583.0,89.26408942710759
12429.0,89.24080111783884
12378.0,89.22527557832636
17814.0,89.19422449930136
18178.0,89.19422449930136
15673.0,89.1864617295451
13214.0,89.17869895978886
14918.0,89.15929203539822
14956.0,89.13212234125136
15067.0,89.01568079490762
13205.0,88.99627387051699
17338.0,88.99239248563889
18087.0,88.95357863685763
15299.0,88.89923924856389
13762.0,88.87595093929514
15372.0,88.84489986027016
13461.0,88.83713709051388
12540.0,88.79056047197639
17920.0,88.75950939295141
12374.0,88.72069554417017
13297.0,88.61201676758269
12613.0,88.61201676758266
12358.0,88.56544014904519
16525.0,88.54215183977642
14899.0,88.49945660611706
16767.0,88.41794752367646
14431.0,88.37137090513897
14525.0,88.35584536562646
14045.0,88.34031982611396
13488.0,88.24716658903897
18055.0,88.23940381928271
17365.0,88.17730166123273
16283.0,88.16953889147648
16013.0,88.15789473684212
15370.0,88.14236919732961
15811.0,88.00652072659524
17031.0,87.967706877814
16012.0,87.967706877814
16716.0,87.89007918025152
13337.0,87.78916317342028
12683.0,87.72706101537028
14739.0,87.71153547585779
15641.0,87.6804843968328
13941.0,87.6649588573203
15629.0,87.64943331780779
17354.0,87.5562800807328
14841.0,87.54463592609842
16746.0,87.47865238317031
12472.0,87.44760130414532
13665.0,87.43207576463283
14938.0,87.42431299487657
17694.0,87.41655022512032
13931.0,87.41655022512032
15678.0,87.34668529731407
16501.0,87.34280391243595
15978.0,87.3195156031672
16461.0,87.23024375097036
16105.0,87.19919267194534
16036.0,87.1914299021891
12385.0,87.1759043626766
14572.0,87.16814159292035
14766.0,87.1603788231641
17145.0,87.1603788231641
14800.0,87.07110697096725
12784.0,87.06722558608912
12682.0,87.03617450706412
12637.0,87.02841173730788
12369.0,87.02064896755162
15379.0,86.97407234901414
12578.0,86.94302126998912
16467.0,86.9197329607204
14844.0,86.9197329607204
14410.0,86.90420742120789
14639.0,86.88868188169539
13137.0,86.88091911193914
14212.0,86.83434249340165
14514.0,86.8110541841329
17593.0,86.80329141437664
15002.0,86.79164725974228
14014.0,86.78776587486415
12876.0,86.78000310510792
17203.0,86.77612172022977
16854.0,86.69461263778915
17594.0,86.6829684831548
14309.0,86.67908709827668
15876.0,86.65579878900792
12957.0,86.64027324949542
12395.0,86.64027324949541
14243.0,86.60922217047043
13209.0,86.57817109144543
12803.0,86.57040832168917
15736.0,86.50054339388294
12371.0,86.49666200900482
18026.0,86.4811364694923
15782.0,86.4151529265642
14756.0,86.3996273870517
14935.0,86.37633907778296
12629.0,86.3685763080267
13448.0,86.31423691973298
15665.0,86.29871138022047
15812.0,86.24825337680484
12349.0,86.23660922217046
12873.0,86.23272783729236
12516.0,86.22884645241423
18095.0,86.2288464524142
15757.0,86.1628629094861
16532.0,86.13957460021737
15093.0,86.08911659680173
12503.0,86.06970967241112
12380.0,86.065828287533
18194.0,86.03477720850799
14227.0,86.01148889923924
12615.0,85.99596335972676
16991.0,85.9882005899705
12656.0,85.98043782021425
15615.0,85.9571495109455
13408.0,85.93386120167675
16584.0,85.91833566216427
13089.0,85.90281012265177
12910.0,85.87175904362677
16153.0,85.75531749728303
16019.0,85.73979195777054
15559.0,85.7048594938674
12567.0,85.69709672411118
14299.0,85.6854525694768
13330.0,85.64663872069555
17977.0,85.63111318118304
14415.0,85.62335041142678
16244.0,85.61558764167056
