CustomerID,ReturnedItems,Score_ReturnedItems
14277.0,87563.0,100.0
12931.0,9934.0,99.97671169073126
15838.0,9479.0,99.9534233814625
16754.0,9361.0,99.93013507219376
12454.0,4465.0,99.90684676292501
17949.0,3355.0,99.88355845365626
14911.0,3161.0,99.86027014438751
16684.0,2850.0,99.83698183511876
17450.0,2760.0,99.81369352585003
13902.0,2510.0,99.79040521658128
14028.0,2491.0,99.76711690731253
14609.0,2400.0,99.74382859804378
13694.0,2254.0,99.72054028877504
16422.0,2173.0,99.69725197950629
14646.0,1841.0,99.67396367023754
16555.0,1641.0,99.6506753609688
15369.0,1532.0,99.62738705170004
12971.0,1440.0,99.6040987424313
18102.0,1228.0,99.58081043316255
14156.0,1222.0,99.5575221238938
17133.0,1088.0,99.53423381462507
16546.0,853.0,99.5109455053563
15311.0,809.0,99.48765719608757
16634.0,769.0,99.46436888681882
13089.0,708.0,99.44108057755007
14934.0,653.0,99.41779226828132
12755.0,635.0,99.39450395901258
15027.0,576.0,99.35957149510945
15873.0,576.0,99.35957149510945
14543.0,514.0,99.32463903120633
17873.0,504.0,99.30135072193758
13798.0,503.0,99.27806241266885
12748.0,500.0,99.2547741034001
17307.0,434.0,99.23148579413134
17314.0,426.0,99.20819748486261
18084.0,425.0,99.17326502095948
16656.0,425.0,99.17326502095948
14748.0,401.0,99.13833255705636
15061.0,396.0,99.11504424778761
12589.0,395.0,99.09175593851887
14727.0,392.0,99.06846762925011
12921.0,363.0,99.04517931998137
14680.0,342.0,99.02189101071262
17679.0,341.0,98.99860270144387
14045.0,340.0,98.97531439217514
15291.0,320.0,98.95202608290639
16013.0,318.0,98.92873777363764
15222.0,317.0,98.90544946436889
15270.0,316.0,98.88216115510014
12472.0,312.0,98.84722869119702
16077.0,312.0,98.84722869119702
12643.0,308.0,98.8122962272939
14933.0,300.0,98.77736376339078
13004.0,300.0,98.77736376339078
15971.0,296.0,98.74243129948765
15215.0,292.0,98.71914299021891
16735.0,290.0,98.69585468095016
13069.0,289.0,98.67256637168141
18041.0,288.0,98.64927806241268
12986.0,283.0,98.61434559850954
16705.0,283.0,98.61434559850954
13206.0,277.0,98.57941313460643
15555.0,276.0,98.55612482533768
16019.0,265.0,98.53283651606894
13526.0,264.0,98.50954820680019
13881.0,258.0,98.48625989753144
14878.0,253.0,98.46297158826269
17404.0,250.0,98.43968327899395
14213.0,244.0,98.41639496972519
13027.0,243.0,98.39310666045645
14195.0,242.0,98.3698183511877
14258.0,239.0,98.34653004191895
14113.0,237.0,98.32324173265022
17841.0,232.0,98.29995342338145
16057.0,229.0,98.27666511411272
13081.0,224.0,98.25337680484397
14970.0,219.0,98.23008849557522
12359.0,216.0,98.20680018630648
14159.0,212.0,98.18351187703773
17511.0,206.0,98.16022356776898
18214.0,199.0,98.13693525850023
12414.0,194.0,98.11364694923148
14882.0,192.0,98.07871448532836
13287.0,192.0,98.07871448532836
12471.0,186.0,98.04378202142524
13799.0,181.0,98.0204937121565
17389.0,180.0,97.99720540288776
15031.0,179.0,97.97391709361901
16156.0,171.0,97.95062878435026
14527.0,167.0,97.92734047508151
16045.0,166.0,97.90405216581276
14598.0,165.0,97.88076385654402
16252.0,158.0,97.85747554727526
13634.0,156.0,97.83418723800652
13093.0,154.0,97.81089892873777
17850.0,151.0,97.78761061946902
14147.0,146.0,97.76432231020028
14293.0,144.0,97.74103400093153
17888.0,143.0,97.70610153702842
12989.0,143.0,97.70610153702842
12779.0,141.0,97.67116907312528
17677.0,140.0,97.64788076385655
12533.0,136.0,97.61294829995343
17987.0,136.0,97.61294829995343
14031.0,132.0,97.56637168141593
17548.0,132.0,97.56637168141593
17706.0,131.0,97.53143921751281
16772.0,129.0,97.4965067536097
12467.0,129.0,97.4965067536097
18223.0,126.0,97.4499301350722
15097.0,126.0,97.4499301350722
12481.0,124.0,97.41499767116906
15527.0,123.0,97.39170936190033
12429.0,120.0,97.35677689799721
18018.0,120.0,97.35677689799721
13703.0,118.0,97.32184443409409
17931.0,117.0,97.29855612482534
17696.0,116.0,97.27526781555659
12678.0,115.0,97.25197950628784
14849.0,113.0,97.2286911970191
14492.0,112.0,97.20540288775035
14607.0,111.0,97.1821145784816
12773.0,109.0,97.15882626921285
17011.0,108.0,97.11224965067537
17675.0,108.0,97.11224965067537
12409.0,108.0,97.11224965067537
15039.0,107.0,97.06567303213787
14460.0,106.0,97.03074056823475
14205.0,106.0,97.03074056823475
17422.0,105.0,96.99580810433163
12993.0,103.0,96.94923148579413
12709.0,103.0,96.94923148579413
12843.0,103.0,96.94923148579413
13564.0,102.0,96.8793665579879
12768.0,102.0,96.8793665579879
14800.0,102.0,96.8793665579879
16401.0,101.0,96.80950163018164
13983.0,101.0,96.80950163018164
14062.0,101.0,96.80950163018164
16321.0,100.0,96.7396367023754
15093.0,100.0,96.7396367023754
15574.0,100.0,96.7396367023754
17865.0,99.0,96.6581276199348
13599.0,99.0,96.6581276199348
15546.0,99.0,96.6581276199348
17113.0,99.0,96.6581276199348
15125.0,96.0,96.54168607359107
14298.0,96.0,96.54168607359107
16544.0,96.0,96.54168607359107
16775.0,96.0,96.54168607359107
15953.0,96.0,96.54168607359107
17681.0,96.0,96.54168607359107
17396.0,94.0,96.46017699115043
13734.0,93.0,96.42524452724732
16950.0,93.0,96.42524452724732
13415.0,92.0,96.37866790870983
12839.0,92.0,96.37866790870983
14064.0,91.0,96.34373544480671
16570.0,90.0,96.32044713553796
14606.0,89.0,96.27387051700047
15137.0,89.0,96.27387051700047
16661.0,89.0,96.27387051700047
18220.0,88.0,96.2156497438286
14994.0,88.0,96.2156497438286
13078.0,87.0,96.1690731252911
13584.0,87.0,96.1690731252911
16554.0,86.0,96.1224965067536
14482.0,86.0,96.1224965067536
17426.0,85.0,96.08756404285049
14290.0,84.0,96.06427573358174
13777.0,83.0,96.040987424313
15502.0,82.0,96.01769911504425
14952.0,78.0,95.97112249650675
12681.0,78.0,95.97112249650675
16027.0,78.0,95.97112249650675
15579.0,76.0,95.91290172333488
13534.0,76.0,95.91290172333488
17609.0,75.0,95.87796925943177
12474.0,74.0,95.8197484862599
15372.0,74.0,95.8197484862599
14112.0,74.0,95.8197484862599
17428.0,74.0,95.8197484862599
16147.0,73.0,95.74988355845365
13413.0,73.0,95.74988355845365
14409.0,72.0,95.63344201210992
