CustomerID,ChurnedScore
12636.0,92.99021891010713
12362.0,92.97857475547275
17056.0,92.95528644620401
14654.0,92.94364229156963
16763.0,92.9203539823009
17087.0,92.90870982766651
14799.0,92.89706567303213
17818.0,92.88542151839776
15833.0,92.8737773637634
17909.0,92.86213320912901
17606.0,92.85048905449464
14980.0,92.83302282254309
14106.0,92.83302282254309
17660.0,92.81555659059151
14483.0,92.80391243595716
16301.0,92.79226828132278
14347.0,92.7806241266884
12934.0,92.76897997205403
13416.0,92.75733581741966
17271.0,92.73404750815091
14750.0,92.72240335351654
16645.0,92.71075919888216
16192.0,92.69911504424779
15999.0,92.68747088961342
14979.0,92.67582673497904
17151.0,92.65253842571029
16410.0,92.64089427107592
16277.0,92.62925011644154
14133.0,92.61760596180717
14468.0,92.6059618071728
15479.0,92.57102934326969
14123.0,92.5593851886353
14003.0,92.54774103400092
17557.0,92.53609687936657
14955.0,92.52445272473219
14574.0,92.5128085700978
18162.0,92.50116441546344
17441.0,92.48952026082907
14670.0,92.47787610619469
12443.0,92.46623195156032
13025.0,92.45458779692595
13204.0,92.44294364229157
15924.0,92.4312994876572
17178.0,92.40801117838845
13114.0,92.3847228691197
13672.0,92.36143455985095
14171.0,92.33814625058221
17296.0,92.32650209594783
13498.0,92.31485794131346
15209.0,92.3032137866791
15085.0,92.29156963204471
15642.0,92.27992547741033
16459.0,92.26828132277598
16663.0,92.2566371681416
16901.0,92.23334885887284
17487.0,92.19841639496973
17958.0,92.18677224033536
15503.0,92.17512808570098
16127.0,92.1634839310666
17066.0,92.15183977643224
13087.0,92.14019562179786
17910.0,92.12855146716348
14977.0,92.11690731252911
15534.0,92.10526315789474
17318.0,92.09361900326036
15188.0,92.08197484862599
14042.0,92.07033069399162
16280.0,92.05868653935724
16064.0,92.04704238472287
12992.0,92.0353982300885
15672.0,92.02375407545412
17012.0,92.01210992081974
12941.0,91.988821611551
16605.0,91.97717745691662
13289.0,91.96553330228225
15499.0,91.95388914764789
18012.0,91.9422449930135
17833.0,91.93060083837914
16195.0,91.91895668374477
16694.0,91.895668374476
18201.0,91.88402421984165
18186.0,91.87238006520727
14095.0,91.84909175593852
17103.0,91.82580344666977
16439.0,91.8141592920354
17927.0,91.79087098276665
16222.0,91.77922682813228
13847.0,91.76758267349791
13111.0,91.75593851886353
14969.0,91.73265020959478
14954.0,91.72100605496041
16641.0,91.69771774569166
15324.0,91.6860735910573
18115.0,91.67442943642291
14241.0,91.65114112715418
17352.0,91.6394969725198
16304.0,91.61620866325106
12860.0,91.60456450861668
13907.0,91.5929203539823
14892.0,91.58127619934793
15375.0,91.56963204471356
15697.0,91.55798789007918
16867.0,91.54634373544481
12470.0,91.53469958081044
14472.0,91.52305542617606
13315.0,91.51141127154168
17245.0,91.49976711690732
14983.0,91.48812296227294
17875.0,91.45319049836982
14207.0,91.44154634373544
14274.0,91.4182580344667
13036.0,91.38914764788076
14879.0,91.38914764788076
14070.0,91.3716814159292
14376.0,91.33674895202608
12606.0,91.31346064275733
12404.0,91.30181648812297
12466.0,91.27852817885422
16291.0,91.27852817885422
12555.0,91.27852817885422
12846.0,91.25523986958547
16047.0,91.24359571495108
14079.0,91.22030740568235
12570.0,91.20866325104797
16051.0,91.1970190964136
12869.0,91.17373078714485
17982.0,91.16208663251048
14613.0,91.13879832324173
16137.0,91.12715416860736
15487.0,91.115510013973
13583.0,91.09222170470423
16673.0,91.08057755006986
15588.0,91.0689333954355
13392.0,91.05728924080111
15338.0,91.04564508616674
18212.0,91.03400093153238
14637.0,91.022356776898
15022.0,90.99906846762926
13628.0,90.9757801583605
18175.0,90.95249184909176
12848.0,90.94084769445737
13553.0,90.929203539823
13757.0,90.91755938518864
12396.0,90.90591523055426
15448.0,90.89427107591989
16834.0,90.88262692128552
14545.0,90.87098276665114
14497.0,90.85933861201677
17328.0,90.83605030274802
13009.0,90.81276199347927
16082.0,90.8011178388449
14884.0,90.78947368421052
16078.0,90.76618537494178
17514.0,90.7545412203074
17319.0,90.71960875640428
15892.0,90.69632044713553
13119.0,90.68467629250117
15082.0,90.67303213786678
16530.0,90.63809967396367
12776.0,90.6264555193293
17575.0,90.60316721006055
16577.0,90.57987890079181
15765.0,90.56823474615743
14072.0,90.55659059152305
14190.0,90.54494643688868
13551.0,90.53330228225431
15293.0,90.51001397298556
14103.0,90.4983698183512
14827.0,90.48672566371681
17108.0,90.46343735444808
15964.0,90.4517931998137
14943.0,90.44014904517931
17136.0,90.41686073591057
15371.0,90.40521658127619
14989.0,90.38192827200746
17171.0,90.37028411737307
17778.0,90.3586399627387
17789.0,90.34699580810434
18285.0,90.32370749883557
15693.0,90.26548672566372
17721.0,90.25384257102934
18153.0,90.24219841639497
13191.0,90.21891010712622
12416.0,90.20726595249185
15928.0,90.19562179785748
12945.0,90.1839776432231
14602.0,90.17233348858872
14997.0,90.14904517931998
17439.0,90.1374010246856
13217.0,90.12575687005123
17195.0,90.11411271541687
14726.0,90.09082440614812
15295.0,90.07918025151375
13490.0,90.06753609687937
16388.0,90.04424778761063
14284.0,90.03260363297625
13765.0,90.02095947834187
13944.0,90.0093153237075
13469.0,89.99767116907313
14402.0,89.97438285980438
17207.0,89.95109455053563
15477.0,89.9278062412669
18046.0,89.91616208663251
15219.0,89.88122962272939
14131.0,89.86958546809501
17305.0,89.85794131346064
17359.0,89.83465300419189
16731.0,89.82300884955752
17116.0,89.81136469492316
15927.0,89.78807638565439
13793.0,89.7414997671169
18148.0,89.71821145784816
13294.0,89.70656730321379
18152.0,89.69492314857942
16285.0,89.68327899394504
15875.0,89.67163483931066
13879.0,89.6599906846763
14018.0,89.62505822077317
12568.0,89.6134140661388
14957.0,89.60176991150442
15630.0,89.59012575687005
15929.0,89.57848160223568
13508.0,89.55519329296693
18253.0,89.54354913833257
15631.0,89.53190498369818
18029.0,89.5202608290638
16534.0,89.50279459711226
12514.0,89.47368421052632
16537.0,89.45039590125756
17488.0,89.4387517466232
16681.0,89.42710759198883
13454.0,89.41546343735445
15250.0,89.40381928272006
15437.0,89.38053097345133
17907.0,89.36888681881695
12638.0,89.35724266418258
12954.0,89.31066604564509
12692.0,89.28737773637634
13724.0,89.27573358174197
13688.0,89.26408942710759
13530.0,89.21751280857009
13600.0,89.20586865393572
12366.0,89.1709361900326
14873.0,89.15929203539824
14604.0,89.14764788076386
17568.0,89.1243595714951
17479.0,89.11271541686074
17933.0,89.08942710759199
15775.0,89.06613879832324
18131.0,89.05449464368887
15918.0,89.0428504890545
15496.0,89.03120633442012
13128.0,89.01956217978574
16716.0,88.996273870517
14851.0,88.98462971588262
16508.0,88.96134140661388
17472.0,88.93805309734513
17587.0,88.91476478807638
16397.0,88.90312063344201
12796.0,88.89147647880765
12368.0,88.87983232417326
13482.0,88.86818816953888
13706.0,88.84489986027015
14596.0,88.83325570563576
16970.0,88.80996739636703
16578.0,88.78667908709828
13445.0,88.77503493246391
14762.0,88.76339077782953
15869.0,88.74010246856079
13896.0,88.72845831392641
16002.0,88.69352585002329
16741.0,88.68188169538891
17072.0,88.67023754075454
15374.0,88.63530507685142
16090.0,88.61201676758267
17301.0,88.60037261294829
15698.0,88.57708430367956
14330.0,88.5537959944108
18166.0,88.54215183977644
14074.0,88.53050768514206
15552.0,88.49557522123894
15848.0,88.48393106660455
13053.0,88.46064275733582
