CustomerID,AvgSubtotal,Score_AvgSubtotal
13687.0,11880.84,100.0
18052.0,10877.18,99.97671169073126
12357.0,6039.995,99.9534233814625
17450.0,5762.1525,99.93013507219376
14091.0,4765.04,99.90684676292501
13902.0,3801.4075,99.88355845365626
18102.0,3597.649789473684,99.86027014438751
13139.0,3138.04,99.83698183511876
17940.0,3122.055,99.81369352585003
15939.0,2945.38,99.79040521658128
13205.0,2803.2,99.76711690731253
14646.0,2802.908620689655,99.74382859804378
12415.0,2791.977142857143,99.72054028877504
18251.0,2745.5175,99.69725197950629
12671.0,2622.481,99.67396367023754
14737.0,2389.62,99.6506753609688
12477.0,2352.21,99.62738705170004
13340.0,2272.816,99.6040987424313
17308.0,2255.88,99.58081043316255
16684.0,2223.8285294117645,99.5575221238938
16749.0,2193.54,99.53423381462507
17305.0,2135.46,99.5109455053563
15838.0,2108.071052631579,99.48765719608757
13935.0,2038.9733333333334,99.46436888681882
12409.0,2005.59,99.44108057755007
14088.0,1997.4216666666664,99.41779226828132
17511.0,1994.3000000000002,99.39450395901258
15481.0,1993.34,99.37121564974383
17039.0,1954.99,99.34792734047508
12653.0,1950.98,99.32463903120633
12539.0,1882.1333333333332,99.30135072193758
12737.0,1855.25,99.27806241266885
14459.0,1750.6105,99.2547741034001
12497.0,1722.8833333333334,99.23148579413134
14439.0,1695.4499999999998,99.20819748486261
12557.0,1681.295,99.18490917559384
12911.0,1680.47,99.16162086632511
14733.0,1649.765,99.13833255705636
17381.0,1643.8966666666665,99.11504424778761
15310.0,1634.64,99.09175593851887
12678.0,1626.287,99.06846762925011
17404.0,1570.6,99.04517931998137
16754.0,1558.8051428571428,99.02189101071262
12469.0,1535.27,98.99860270144387
12798.0,1533.8899999999999,98.97531439217514
12511.0,1532.885,98.95202608290639
12435.0,1524.01,98.92873777363764
13373.0,1424.9800000000002,98.90544946436889
15769.0,1410.6808695652173,98.88216115510014
12378.0,1407.7,98.85887284583139
14899.0,1384.88,98.83558453656265
12731.0,1375.96,98.8122962272939
15370.0,1352.96,98.78900791802515
17133.0,1346.6416666666667,98.76571960875641
12714.0,1340.6928571428573,98.74243129948765
14156.0,1327.3952898550724,98.71914299021891
14956.0,1325.0,98.69585468095016
12967.0,1323.0100000000002,98.67256637168141
14145.0,1285.95,98.64927806241268
17686.0,1278.6750000000002,98.62598975314391
18008.0,1262.2099999999998,98.60270144387518
15032.0,1260.2214285714285,98.57941313460643
16716.0,1248.48,98.55612482533768
12666.0,1248.42,98.53283651606894
16072.0,1248.19,98.50954820680019
12625.0,1240.53,98.48625989753144
16501.0,1237.23,98.46297158826269
12784.0,1230.33,98.43968327899395
15150.0,1228.8700000000001,98.41639496972519
13694.0,1220.6897142857142,98.39310666045645
13081.0,1214.5468,98.3698183511877
15050.0,1205.85,98.34653004191895
14160.0,1203.067142857143,98.32324173265022
13802.0,1199.1827777777778,98.29995342338145
12356.0,1187.4166666666667,98.27666511411272
12433.0,1175.4983333333332,98.25337680484397
14855.0,1174.93,98.23008849557522
15379.0,1174.55,98.20680018630648
12758.0,1164.5683333333334,98.18351187703773
13763.0,1164.1766666666667,98.16022356776898
13458.0,1156.35,98.13693525850023
17876.0,1141.34,98.11364694923148
12939.0,1140.25,98.09035863996274
12503.0,1126.0,98.067070330694
17084.0,1124.985,98.04378202142524
14212.0,1119.6599999999999,98.0204937121565
15559.0,1109.4,97.99720540288776
15828.0,1108.82,97.97391709361901
15228.0,1096.78,97.95062878435026
15934.0,1095.33,97.92734047508151
12803.0,1092.81,97.90405216581276
12668.0,1091.0757142857142,97.88076385654402
13225.0,1088.47,97.85747554727526
12687.0,1069.455,97.83418723800652
16873.0,1068.6742857142858,97.81089892873777
14935.0,1065.12,97.78761061946902
16244.0,1056.63,97.76432231020028
13775.0,1049.66,97.74103400093153
17474.0,1047.0,97.71774569166278
16527.0,1044.38,97.69445738239403
15151.0,1042.805,97.67116907312528
16991.0,1041.21,97.64788076385655
12486.0,1037.28,97.6245924545878
18026.0,1037.035,97.60130414531905
17584.0,1016.78,97.5780158360503
14298.0,1016.0735897435898,97.55472752678156
13375.0,1013.58,97.53143921751281
13316.0,1013.0628571428571,97.50815090824406
12744.0,1009.4425,97.48486259897533
17625.0,1005.2,97.46157428970656
16532.0,1003.92,97.43828598043783
17722.0,1003.1600000000001,97.41499767116906
14062.0,997.9986666666666,97.39170936190033
16180.0,992.1316666666667,97.36842105263158
15523.0,988.7076470588235,97.34513274336283
12543.0,980.25,97.32184443409409
17369.0,979.1999999999999,97.29855612482534
16214.0,975.5,97.27526781555659
13204.0,966.6600000000001,97.25197950628784
13680.0,964.15625,97.2286911970191
12385.0,961.7,97.20540288775035
13253.0,960.355,97.1821145784816
14544.0,957.98,97.15882626921285
12767.0,949.82,97.1355379599441
15177.0,948.93,97.11224965067537
13881.0,944.9303448275862,97.08896134140662
12396.0,931.43,97.06567303213787
13014.0,927.6999999999999,97.04238472286913
15497.0,922.97,97.01909641360037
15817.0,922.1333333333332,96.99580810433163
15265.0,919.76,96.97251979506288
12368.0,917.6999999999999,96.94923148579413
13124.0,916.12,96.92594317652538
15061.0,912.9193333333334,96.90265486725663
17669.0,911.8766666666667,96.8793665579879
16276.0,909.3950000000001,96.85607824871914
13334.0,906.7266666666668,96.8327899394504
12358.0,906.3366666666667,96.80950163018164
14969.0,906.23,96.7862133209129
12451.0,903.2524999999999,96.76292501164416
14414.0,902.35,96.7396367023754
17857.0,901.6,96.71634839310667
12377.0,899.1,96.6930600838379
16036.0,898.96,96.66977177456917
15710.0,898.87,96.64648346530042
16705.0,897.09409375,96.62319515603167
14619.0,896.8000000000001,96.59990684676293
16358.0,892.1500000000001,96.57661853749417
15786.0,889.6625,96.55333022822543
15140.0,889.44,96.53004191895668
12531.0,886.915,96.50675360968793
14566.0,886.6666666666666,96.4834653004192
14016.0,881.40625,96.46017699115043
16336.0,879.4224999999999,96.4368886818817
17409.0,877.7075,96.41360037261295
14612.0,877.7,96.3903120633442
12865.0,877.6200000000001,96.36702375407545
16120.0,873.885,96.34373544480671
17107.0,872.7316666666667,96.32044713553796
15159.0,868.9300000000001,96.29715882626921
16938.0,861.36,96.27387051700047
12739.0,856.845,96.25058220773171
17161.0,856.01,96.22729389846297
16308.0,853.3333333333334,96.20400558919422
12455.0,853.2725,96.18071727992547
13707.0,853.15,96.15742897065674
14936.0,852.208,96.13414066138797
16118.0,851.086,96.11085235211924
17400.0,849.0300000000001,96.08756404285049
17044.0,843.8592307692307,96.06427573358174
15811.0,835.95,96.040987424313
14258.0,835.3304545454546,96.01769911504425
15190.0,834.4399999999999,95.9944108057755
13869.0,834.4366666666668,95.97112249650675
12903.0,833.53,95.947834187238
12730.0,829.25,95.92454587796925
12481.0,828.27125,95.90125756870052
12873.0,826.6500000000001,95.87796925943177
16210.0,819.8933333333334,95.85468095016302
16652.0,819.89,95.83139264089428
15123.0,818.9533333333333,95.80810433162551
13294.0,815.79,95.78481602235678
15332.0,815.4466666666667,95.76152771308803
16958.0,809.44,95.73823940381928
17814.0,808.6600000000001,95.71495109455054
14866.0,807.54,95.69166278528178
13357.0,807.1025,95.66837447601304
18092.0,789.7144444444444,95.64508616674429
13157.0,789.228,95.62179785747554
16012.0,787.25,95.5985095482068
16386.0,785.39,95.57522123893806
16029.0,784.7750000000001,95.5519329296693
12629.0,779.11,95.52864462040056
15823.0,774.924,95.50535631113182
13337.0,774.275,95.48206800186307
14410.0,773.0350000000001,95.45877969259432
15678.0,770.595,95.43549138332557
15946.0,768.06,95.41220307405682
12847.0,765.36,95.38891476478808
16636.0,760.408,95.36562645551932
14565.0,760.1,95.34233814625058
16126.0,759.9118181818183,95.31904983698183
17829.0,758.2360000000001,95.29576152771308
17553.0,756.6666666666666,95.27247321844435
17594.0,752.35,95.2491849091756
14146.0,751.3285714285713,95.22589659990685
12374.0,748.7633333333333,95.2026082906381
17428.0,745.2426315789475,95.17931998136935
12931.0,741.8992156862745,95.15603167210061
14134.0,741.5566666666667,95.13274336283186
14607.0,740.446,95.10945505356311
17787.0,736.28,95.08616674429436
18055.0,735.23,95.06287843502562
13286.0,734.91,95.03959012575687
12582.0,734.52,95.01630181648812
12537.0,732.94,94.99301350721937
16461.0,731.9,94.96972519795062
13363.0,731.36,94.94643688868189
14474.0,730.42,94.92314857941312
17504.0,729.7877777777778,94.89986027014439
16917.0,728.68,94.87657196087565
12786.0,728.5,94.85328365160689
12371.0,726.4733333333334,94.82999534233815
15808.0,726.203,94.8067070330694
13361.0,725.25,94.78341872380065
15876.0,724.5699999999999,94.7601304145319
13264.0,722.5600000000001,94.73684210526315
14014.0,721.5149999999999,94.71355379599441
13777.0,720.6719047619048,94.69026548672566
13654.0,720.134,94.66697717745691
13543.0,719.8050000000001,94.64368886818816
12806.0,719.74,94.62040055891943
16088.0,718.7149999999999,94.59711224965068
14676.0,717.78125,94.57382394038193
14431.0,714.6133333333333,94.55053563111319
14309.0,714.14,94.52724732184443
14257.0,713.6825,94.50395901257569
14913.0,711.4250000000001,94.48067070330694
15322.0,711.18,94.45738239403819
12485.0,708.1,94.43409408476946
15067.0,706.79,94.41080577550069
16131.0,706.6366666666668,94.38751746623196
17694.0,706.425,94.3642291569632
16854.0,704.48,94.34094084769445
14284.0,704.4,94.3176525384257
15970.0,703.22,94.29436422915697
12709.0,700.617,94.27107591988822
16279.0,699.25,94.24778761061947
12406.0,697.865,94.22449930135072
12759.0,697.86,94.20121099208197
13629.0,697.3125,94.17792268281323
14828.0,696.6999999999999,94.15463437354448
15995.0,696.19,94.13134606427573
15782.0,695.8549999999999,94.108057755007
15608.0,692.3,94.08476944573823
15980.0,691.2366666666667,94.0614811364695
12633.0,690.9159999999999,94.03819282720075
17389.0,684.910294117647,94.014904517932
12482.0,684.1728125,93.99161620866326
13031.0,683.854,93.9683278993945
16191.0,683.2533333333334,93.94503959012576
17082.0,682.0450000000001,93.92175128085701
13952.0,681.7714285714285,93.89846297158826
17716.0,677.7019999999999,93.87517466231952
15865.0,676.895,93.85188635305077
17589.0,676.5088235294118,93.82859804378202
16709.0,673.0655555555555,93.80530973451327
17138.0,672.795,93.78202142524454
16182.0,670.8,93.75873311597577
12711.0,669.525,93.73544480670704
14031.0,668.3237142857143,93.71215649743829
12516.0,668.28,93.68886818816954
13174.0,667.781,93.6655798789008
15034.0,667.465,93.64229156963204
14639.0,664.8233333333334,93.6190032603633
13583.0,664.001,93.59571495109455
13864.0,662.4000000000001,93.5724266418258
12349.0,661.7475,93.54913833255706
12347.0,661.66,93.5258500232883
15296.0,661.362,93.50256171401956
12524.0,660.5640000000001,93.47927340475081
14412.0,656.16,93.45598509548206
16546.0,655.5483333333333,93.43269678621333
13815.0,654.176,93.40940847694458
15950.0,654.15625,93.38612016767583
14426.0,653.1881818181819,93.36283185840708
17204.0,651.7966666666667,93.33954354913834
13001.0,651.7331818181818,93.31625523986958
13840.0,651.4,93.29296693060084
