CustomerID,LoyalScore,BigSpenderScore,DealSeekerScore,ChurnedScore,NewCustomerScore,TestScore
18102.0,66.72876882471665,99.69725197950628,49.68560782487192,0.9082440614811348,32.88309268747089,66.16984940226673
14646.0,66.6705480515448,99.79816798633752,49.96506753609688,7.481369352585006,28.547585778605804,61.78776587486416
14156.0,66.7675826734979,98.92873777363764,49.69725197950628,5.321378667908711,29.863375252290027,62.754230709517174
14911.0,66.68995497593541,89.62117683589504,46.59990684676292,1.0305076851420625,32.669616519174035,61.935258500232884
13694.0,66.65890389691042,99.1460953268126,50.37261294829996,7.033069399161619,28.8154013351964,61.582052476323554
17511.0,66.9422449930135,99.5109455053563,49.93013507219376,3.429203539823,31.68374476013042,64.77643223102002
15061.0,66.82968483154791,97.68669461263778,49.69725197950628,2.9809035863996343,31.56342182890856,63.817730166123276
16684.0,66.26300263934172,99.6351498214563,49.97671169073125,11.53353516534699,26.50597733271231,59.63747865238317
13089.0,66.74429436422916,85.90281012265177,46.48346530041919,3.679552864462046,31.03555348548361,58.46141903431144
16754.0,66.25523986958547,99.47213165657509,50.29110386585934,6.183046110852352,30.01086787765875,62.94829995342338
15311.0,66.74041297935104,81.85064430988977,49.90684676292501,0.7044713553796029,32.98012730942401,57.23102002794598
17850.0,67.29933240180095,73.39698804533458,41.22030740568235,5.921052631578959,29.51016922838069,52.42586554882782
13093.0,67.18677224033536,92.26051855301972,46.37866790870982,6.800186306474146,29.12591212544635,59.75003881384878
17949.0,66.50752988666356,92.6719453501009,50.31439217512808,5.303912435957152,30.09237696009937,59.60642757335817
17450.0,60.79024996118613,99.74382859804378,49.84862598975314,12.040055891942243,37.07498835584537,70.27635460332247
16029.0,67.98245614035089,94.045955596957,45.691662785281785,5.93269678621332,29.906070485949385,61.64027324949543
15838.0,65.30430057444497,99.62738705170004,50.13972985561249,5.01280857009781,32.62303990063655,65.66138798323242
14298.0,67.36143455985095,98.71914299021893,50.72193758733116,9.00093153237075,28.116752057133983,60.503027480204935
12931.0,66.30957925787921,97.41499767116908,51.17605961807173,12.214718211457855,25.780158360503037,57.35910572892408
13798.0,66.60456450861668,94.15463437354448,50.023288309268736,5.926874708896122,29.840086943021262,60.16922838068623
15769.0,76.58360503027481,98.94426331315016,49.76711690731253,6.386818816953891,31.02390933084924,63.829374320757644
13902.0,60.74367334264864,99.79040521658128,50.0465766185375,54.8439683278994,8.593386120167679,41.72488743983853
13081.0,66.34451172178233,98.84334730631888,50.15137401024685,6.060782487191439,30.930756093774253,63.54991460953267
13777.0,67.50892718521969,94.16239714330072,46.821145784816025,1.0537959944107982,33.4070796460177,64.79195777053253
17841.0,66.99270299642914,64.00403664027326,46.93758733115976,0.1630181648812367,33.51963980748331,49.78264244682503
16705.0,66.48036019251668,97.19764011799413,49.46436888681881,16.703539823008846,23.299953423381467,55.31361589815247
14680.0,66.65114112715418,85.52243440459556,45.40055891942245,5.472752678155565,30.166123272783725,57.692904828442785
13881.0,66.4337835739792,97.95062878435026,50.151374010246855,9.105728924080111,28.528178854215174,60.68157118459866
16422.0,66.42213941934483,90.48284427883868,58.0577550069865,4.500465766185364,30.806551777674272,56.586710138177295
