CustomerID,BoughtItems,Score_BoughtItems
13902.0,220600.0,100.0
14646.0,170342.0,99.97671169073126
13694.0,125893.0,99.9534233814625
18102.0,124216.0,99.93013507219376
14156.0,108107.0,99.90684676292501
14277.0,87830.0,99.88355845365626
13687.0,87167.0,99.86027014438751
17940.0,75825.0,99.83698183511876
14911.0,69722.0,99.81369352585003
16754.0,63551.0,99.79040521658128
17511.0,55107.0,99.76711690731253
16684.0,54555.0,99.74382859804378
15061.0,51791.0,99.72054028877504
15838.0,46296.0,99.69725197950629
14298.0,41929.0,99.67396367023754
12931.0,34902.0,99.6506753609688
15311.0,32816.0,99.62738705170004
16422.0,32665.0,99.6040987424313
18251.0,31815.0,99.58081043316255
17949.0,30112.0,99.5575221238938
13089.0,29164.0,99.53423381462507
12482.0,27042.0,99.5109455053563
13027.0,25800.0,99.48765719608757
13798.0,24399.0,99.46436888681882
13081.0,22355.0,99.44108057755007
13093.0,22266.0,99.41779226828132
17850.0,21052.0,99.39450395901258
17381.0,20118.0,99.37121564974383
13881.0,19642.0,99.34792734047508
15769.0,19432.0,99.32463903120633
17404.0,17931.0,99.30135072193758
18052.0,17766.0,99.27806241266885
16705.0,16826.0,99.2547741034001
16029.0,16278.0,99.23148579413134
15523.0,15741.0,99.20819748486261
17450.0,15375.0,99.18490917559384
17841.0,14487.0,99.16162086632511
13316.0,14424.0,99.13833255705636
16779.0,14301.0,99.11504424778761
12415.0,14073.0,99.09175593851887
14680.0,13888.0,99.06846762925011
13777.0,13845.0,99.04517931998137
12748.0,13362.0,99.02189101071262
13408.0,13267.0,98.99860270144387
12921.0,12182.0,98.97531439217514
17677.0,12161.0,98.95202608290639
16553.0,11875.0,98.92873777363764
13802.0,11557.0,98.90544946436889
17448.0,11548.0,98.88216115510014
12678.0,11449.0,98.85887284583139
16013.0,10416.0,98.83558453656265
14258.0,10412.0,98.8122962272939
17389.0,10270.0,98.78900791802515
17920.0,10150.0,98.76571960875641
12681.0,10060.0,98.74243129948765
12709.0,10047.0,98.71914299021891
13069.0,9519.0,98.69585468095016
15856.0,9427.0,98.67256637168141
14606.0,9411.0,98.64927806241268
15039.0,8974.0,98.62598975314391
14031.0,8719.0,98.60270144387518
12471.0,8679.0,98.57941313460643
13564.0,8590.0,98.55612482533768
16843.0,8343.0,98.53283651606894
15358.0,8328.0,98.50954820680019
17675.0,8056.0,98.48625989753144
13001.0,8034.0,98.46297158826269
17428.0,8030.0,98.43968327899395
16308.0,8000.0,98.41639496972519
13767.0,7913.0,98.39310666045645
15093.0,7897.0,98.3698183511877
14667.0,7625.0,98.34653004191895
12409.0,7592.0,98.32324173265022
14828.0,7546.0,98.29995342338145
16467.0,7384.0,98.27666511411272
17133.0,7377.0,98.25337680484397
16746.0,7241.0,98.23008849557522
16525.0,7233.0,98.20680018630648
17865.0,7228.0,98.18351187703773
14062.0,7206.0,98.16022356776898
12472.0,7202.0,98.13693525850023
14028.0,7170.0,98.11364694923148
17589.0,7157.0,98.09035863996274
13206.0,7155.0,98.067070330694
16210.0,6704.0,98.04378202142524
12454.0,6697.0,98.0204937121565
15615.0,6582.0,97.99720540288776
13078.0,6553.0,97.97391709361901
16656.0,6539.0,97.95062878435026
15498.0,6517.0,97.92734047508151
13848.0,6500.0,97.90405216581276
12621.0,6493.0,97.88076385654402
14739.0,6352.0,97.85747554727526
14849.0,6332.0,97.83418723800652
15738.0,6303.0,97.81089892873777
14676.0,6292.0,97.78761061946902
18008.0,6249.0,97.76432231020028
14299.0,6079.0,97.74103400093153
15601.0,6078.0,97.71774569166278
12433.0,6045.0,97.69445738239403
16191.0,6009.0,97.67116907312528
16327.0,5969.0,97.64788076385655
15251.0,5937.0,97.6245924545878
15808.0,5886.0,97.60130414531905
14895.0,5863.0,97.5780158360503
12949.0,5852.0,97.55472752678156
13199.0,5843.0,97.53143921751281
14134.0,5814.0,97.50815090824406
15640.0,5783.0,97.48486259897533
17716.0,5747.0,97.46157428970656
12714.0,5705.0,97.43828598043783
