CustomerID,TotalInvoices,Score_TotalInvoices
14911.0,271,100.0
12748.0,159,99.97671169073126
15311.0,158,99.94177922682813
17850.0,158,99.94177922682813
14156.0,138,99.90684676292501
14606.0,136,99.88355845365626
13089.0,132,99.86027014438751
17841.0,126,99.83698183511876
14527.0,109,99.81369352585003
13694.0,105,99.79040521658128
18102.0,95,99.76711690731253
15061.0,90,99.74382859804378
17949.0,87,99.70889613414066
14646.0,87,99.70889613414066
12471.0,81,99.67396367023754
13093.0,76,99.6506753609688
17377.0,72,99.61574289706567
16422.0,72,99.61574289706567
14680.0,65,99.58081043316255
17961.0,64,99.5575221238938
13798.0,63,99.53423381462507
13408.0,57,99.5109455053563
15039.0,56,99.48765719608757
12921.0,55,99.46436888681882
13078.0,53,99.4294364229157
17448.0,53,99.4294364229157
17677.0,52,99.3828598043782
16029.0,52,99.3828598043782
17243.0,51,99.32463903120633
17675.0,51,99.32463903120633
12931.0,51,99.32463903120633
12835.0,50,99.26641825803446
13564.0,50,99.26641825803446
13468.0,49,99.23148579413134
13767.0,48,99.20819748486261
16168.0,46,99.18490917559384
13319.0,45,99.16162086632511
16013.0,42,99.10340009315324
17511.0,42,99.10340009315324
13777.0,42,99.10340009315324
15005.0,42,99.10340009315324
17920.0,41,99.04517931998137
14298.0,39,99.02189101071262
18172.0,38,98.99860270144387
14667.0,36,98.97531439217514
12647.0,35,98.90544946436889
14031.0,35,98.90544946436889
16754.0,35,98.90544946436889
17865.0,35,98.90544946436889
16779.0,35,98.90544946436889
17389.0,34,98.78900791802515
15291.0,34,98.78900791802515
12971.0,34,98.78900791802515
17696.0,34,98.78900791802515
16684.0,34,98.78900791802515
16161.0,33,98.70749883558454
16782.0,33,98.70749883558454
16705.0,32,98.6376339077783
12482.0,32,98.6376339077783
15768.0,32,98.6376339077783
16133.0,32,98.6376339077783
17757.0,31,98.56776897997206
13199.0,31,98.56776897997206
12709.0,30,98.49790405216581
13050.0,30,98.49790405216581
12681.0,30,98.49790405216581
15581.0,30,98.49790405216581
14543.0,29,98.41639496972519
14952.0,29,98.41639496972519
13881.0,29,98.41639496972519
17068.0,28,98.27666511411272
15358.0,28,98.27666511411272
14590.0,28,98.27666511411272
15555.0,28,98.27666511411272
15738.0,28,98.27666511411272
15078.0,28,98.27666511411272
15856.0,28,98.27666511411272
12437.0,28,98.27666511411272
16549.0,28,98.27666511411272
13047.0,27,98.12529110386586
15615.0,27,98.12529110386586
16746.0,27,98.12529110386586
14040.0,27,98.12529110386586
17085.0,26,98.00884955752213
15093.0,26,98.00884955752213
13097.0,26,98.00884955752213
16525.0,26,98.00884955752213
12472.0,26,98.00884955752213
16019.0,26,98.00884955752213
12843.0,25,97.79925477410339
15719.0,25,97.79925477410339
15898.0,25,97.79925477410339
13081.0,25,97.79925477410339
13267.0,25,97.79925477410339
14299.0,25,97.79925477410339
14735.0,25,97.79925477410339
12474.0,25,97.79925477410339
17969.0,25,97.79925477410339
14849.0,25,97.79925477410339
15044.0,25,97.79925477410339
18223.0,25,97.79925477410339
18231.0,24,97.51979506287843
15827.0,24,97.51979506287843
17576.0,24,97.51979506287843
14895.0,24,97.51979506287843
18226.0,24,97.51979506287843
13004.0,24,97.51979506287843
17706.0,24,97.51979506287843
17581.0,24,97.51979506287843
16558.0,24,97.51979506287843
12682.0,24,97.51979506287843
18260.0,24,97.51979506287843
15260.0,24,97.51979506287843
16656.0,23,97.3102002794597
15498.0,23,97.3102002794597
17372.0,23,97.3102002794597
15769.0,23,97.3102002794597
14113.0,23,97.3102002794597
16553.0,23,97.3102002794597
15270.0,22,97.0540288775035
13113.0,22,97.0540288775035
15984.0,22,97.0540288775035
16713.0,22,97.0540288775035
17848.0,22,97.0540288775035
16550.0,22,97.0540288775035
17612.0,22,97.0540288775035
14110.0,22,97.0540288775035
12621.0,22,97.0540288775035
14258.0,22,97.0540288775035
13001.0,22,97.0540288775035
12747.0,22,97.0540288775035
17884.0,22,97.0540288775035
13317.0,22,97.0540288775035
14560.0,22,97.0540288775035
14194.0,22,97.0540288775035
13999.0,21,96.71634839310667
17231.0,21,96.71634839310667
16210.0,21,96.71634839310667
16103.0,21,96.71634839310667
15513.0,21,96.71634839310667
17965.0,21,96.71634839310667
14739.0,21,96.71634839310667
15527.0,21,96.71634839310667
13599.0,21,96.71634839310667
17888.0,21,96.71634839310667
18041.0,21,96.71634839310667
17858.0,21,96.71634839310667
16843.0,21,96.71634839310667
15015.0,20,96.4834653004192
15808.0,20,96.4834653004192
18061.0,20,96.4834653004192
15867.0,20,96.4834653004192
15805.0,20,96.4834653004192
13969.0,20,96.4834653004192
12989.0,20,96.4834653004192
13148.0,19,96.23893805309734
18225.0,19,96.23893805309734
16883.0,19,96.23893805309734
16401.0,19,96.23893805309734
16353.0,19,96.23893805309734
13013.0,19,96.23893805309734
12755.0,19,96.23893805309734
17428.0,19,96.23893805309734
17364.0,19,96.23893805309734
14648.0,19,96.23893805309734
14878.0,19,96.23893805309734
15601.0,19,96.23893805309734
15981.0,19,96.23893805309734
15838.0,19,96.23893805309734
15194.0,18,95.84303679552865
13802.0,18,95.84303679552865
17287.0,18,95.84303679552865
15633.0,18,95.84303679552865
16919.0,18,95.84303679552865
13491.0,18,95.84303679552865
12949.0,18,95.84303679552865
12841.0,18,95.84303679552865
14755.0,18,95.84303679552865
15640.0,18,95.84303679552865
13446.0,18,95.84303679552865
13983.0,18,95.84303679552865
16170.0,18,95.84303679552865
15785.0,18,95.84303679552865
13668.0,18,95.84303679552865
15750.0,18,95.84303679552865
12476.0,18,95.84303679552865
12422.0,18,95.84303679552865
16186.0,18,95.84303679552865
13542.0,18,95.84303679552865
15611.0,17,95.36562645551932
12523.0,17,95.36562645551932
18075.0,17,95.36562645551932
14051.0,17,95.36562645551932
13027.0,17,95.36562645551932
12540.0,17,95.36562645551932
17589.0,17,95.36562645551932
13854.0,17,95.36562645551932
13534.0,17,95.36562645551932
13069.0,17,95.36562645551932
13230.0,17,95.36562645551932
15523.0,17,95.36562645551932
16351.0,17,95.36562645551932
13883.0,17,95.36562645551932
16497.0,17,95.36562645551932
17238.0,17,95.36562645551932
17157.0,17,95.36562645551932
16556.0,17,95.36562645551932
15885.0,17,95.36562645551932
18087.0,17,95.36562645551932
18065.0,17,95.36562645551932
17340.0,16,94.72519795062878
15694.0,16,94.72519795062878
15329.0,16,94.72519795062878
16814.0,16,94.72519795062878
17931.0,16,94.72519795062878
17416.0,16,94.72519795062878
15251.0,16,94.72519795062878
12839.0,16,94.72519795062878
16858.0,16,94.72519795062878
15465.0,16,94.72519795062878
14451.0,16,94.72519795062878
16945.0,16,94.72519795062878
14505.0,16,94.72519795062878
17469.0,16,94.72519795062878
15222.0,16,94.72519795062878
15544.0,16,94.72519795062878
15298.0,16,94.72519795062878
14825.0,16,94.72519795062878
13552.0,16,94.72519795062878
12431.0,16,94.72519795062878
16670.0,16,94.72519795062878
16701.0,16,94.72519795062878
14867.0,16,94.72519795062878
15874.0,16,94.72519795062878
16570.0,16,94.72519795062878
14961.0,16,94.72519795062878
17611.0,16,94.72519795062878
12600.0,16,94.72519795062878
13102.0,16,94.72519795062878
13418.0,16,94.72519795062878
15059.0,16,94.72519795062878
14085.0,16,94.72519795062878
14030.0,16,94.72519795062878
14045.0,16,94.72519795062878
13206.0,15,93.85188635305077
14852.0,15,93.85188635305077
14210.0,15,93.85188635305077
15998.0,15,93.85188635305077
14112.0,15,93.85188635305077
16444.0,15,93.85188635305077
16011.0,15,93.85188635305077
14422.0,15,93.85188635305077
16327.0,15,93.85188635305077
13327.0,15,93.85188635305077
13963.0,15,93.85188635305077
17307.0,15,93.85188635305077
14134.0,15,93.85188635305077
16592.0,15,93.85188635305077
13831.0,15,93.85188635305077
15144.0,15,93.85188635305077
17402.0,15,93.85188635305077
13090.0,15,93.85188635305077
14062.0,15,93.85188635305077
16735.0,15,93.85188635305077
16923.0,15,93.85188635305077
16928.0,15,93.85188635305077
14047.0,15,93.85188635305077
14593.0,15,93.85188635305077
16700.0,15,93.85188635305077
12982.0,15,93.85188635305077
16985.0,15,93.85188635305077
13141.0,15,93.85188635305077
14702.0,15,93.85188635305077
13901.0,15,93.85188635305077
15570.0,15,93.85188635305077
13082.0,15,93.85188635305077
16191.0,15,93.85188635305077
17873.0,15,93.85188635305077
12417.0,15,93.85188635305077
18168.0,15,93.85188635305077
18109.0,15,93.85188635305077
18245.0,15,93.85188635305077
17716.0,15,93.85188635305077
12708.0,15,93.85188635305077
17460.0,15,93.85188635305077
13659.0,14,92.80391243595714
13178.0,14,92.80391243595714
12583.0,14,92.80391243595714
13162.0,14,92.80391243595714
14732.0,14,92.80391243595714
14713.0,14,92.80391243595714
17663.0,14,92.80391243595714
12483.0,14,92.80391243595714
17954.0,14,92.80391243595714
14625.0,14,92.80391243595714
15622.0,14,92.80391243595714
12980.0,14,92.80391243595714
13485.0,14,92.80391243595714
17442.0,14,92.80391243595714
15240.0,14,92.80391243595714
13557.0,14,92.80391243595714
17139.0,14,92.80391243595714
13136.0,14,92.80391243595714
13952.0,14,92.80391243595714
15751.0,14,92.80391243595714
13571.0,14,92.80391243595714
16710.0,14,92.80391243595714
17457.0,14,92.80391243595714
14907.0,14,92.80391243595714
17091.0,14,92.80391243595714
15580.0,14,92.80391243595714
13590.0,14,92.80391243595714
18008.0,14,92.80391243595714
17406.0,14,92.80391243595714
14796.0,14,92.80391243595714
14060.0,14,92.80391243595714
