CustomerID,NewCustomerScore
15899.0,91.92671945350101
18113.0,91.75205713398539
15018.0,91.33674895202608
14589.0,91.32898618226983
15048.0,91.27852817885423
14576.0,91.1970190964136
13011.0,90.92532215494488
12686.0,90.52165812761992
18269.0,90.01319670858561
12441.0,89.52026082906382
16552.0,89.35724266418258
15545.0,89.19422449930136
17468.0,89.13212234125136
17912.0,88.82161155100141
15894.0,88.8060860114889
18119.0,88.79056047197639
13254.0,88.7439838534389
15923.0,88.73622108368266
14491.0,88.7129327744139
12738.0,88.11908088806086
17723.0,87.89784195000777
15583.0,87.51746623195156
17826.0,87.40878745536408
12942.0,87.35444806707034
15212.0,87.3001086787766
18156.0,86.95078403974537
14972.0,86.9197329607204
16473.0,86.9197329607204
16402.0,86.88868188169539
16252.0,86.58205247632357
12386.0,86.54712001242042
14721.0,86.06970967241112
13369.0,85.92609843192052
17820.0,85.89892873777363
16752.0,85.89504735289552
17855.0,85.71650364850179
17556.0,85.41763701288619
15919.0,85.22356776897998
18043.0,84.89365005433939
16821.0,84.88588728458313
17532.0,84.72286911970191
15902.0,84.69181804067692
17493.0,84.56761372457693
17925.0,84.4511721782332
15211.0,84.3580189411582
17674.0,84.28815401335196
17275.0,84.27650985871759
15846.0,84.24157739481447
18076.0,84.22605185530198
17964.0,84.0552709206645
17516.0,84.03974538115199
14213.0,84.03974538115199
13955.0,84.02421984163949
17283.0,84.01645707188325
17026.0,84.00093153237074
14594.0,83.88448998602702
18161.0,83.85732029188016
13549.0,83.82238782797702
15509.0,83.75252290017077
18195.0,83.67489520260828
17386.0,83.45753764943332
12427.0,83.39543549138334
12763.0,83.37214718211459
18210.0,83.17807793820835
14559.0,83.17807793820835
15020.0,83.07328054649899
18256.0,83.05387362210837
16973.0,83.02282254308336
12961.0,83.01505977332711
17089.0,82.96848315478962
17378.0,82.83651606893339
15540.0,82.75888837137092
12947.0,82.55705635770842
15161.0,82.52600527868343
16874.0,82.49883558453656
16786.0,82.49495419965844
15404.0,82.4406148113647
17989.0,82.23102002794597
16413.0,82.21549448843348
15986.0,82.20773171867724
17036.0,81.99425555038037
16357.0,81.92827200745226
15131.0,81.76525384257103
17339.0,81.73808414842416
16599.0,81.60999844744605
15495.0,81.53625213476168
12351.0,81.41981058841795
14419.0,81.41592920353982
17816.0,81.39652227914921
17458.0,81.39264089427107
16420.0,81.33830150597733
12538.0,81.24514826890235
14458.0,81.08989287377737
17976.0,81.08213010402112
13030.0,81.05884179475237
13967.0,81.02779071572736
16194.0,80.99673963670237
17467.0,80.95792578792113
14811.0,80.95016301816487
15515.0,80.92687470889614
16988.0,80.91911193913988
15635.0,80.90358639962739
13303.0,80.64741499767118
16274.0,80.6202453035243
17872.0,80.60083837913368
13172.0,80.56202453035243
14077.0,80.55426176059619
14784.0,80.53097345132744
15864.0,80.52321068157119
14405.0,80.44170159913057
17208.0,80.43782021425244
15233.0,80.36407390156808
16687.0,80.35242974693371
14446.0,80.32914143766496
12887.0,80.30585312839621
16346.0,80.18164881229622
16579.0,80.12730942400248
14775.0,80.03415618692749
12728.0,79.88666356155876
13215.0,79.83232417326502
17418.0,79.8284427883869
13535.0,79.5761527713088
16058.0,79.56839000155256
17607.0,79.56839000155256
17570.0,79.42866014594007
16885.0,79.35103244837758
16545.0,79.34326967862133
17868.0,79.26564198105883
18054.0,79.2423536717901
13906.0,79.22682813227759
16662.0,79.21130259276511
16893.0,79.2113025927651
15304.0,79.1957770532526
17803.0,79.18025151374009
17601.0,79.15696320447135
15170.0,79.15696320447135
12996.0,79.14143766495886
13270.0,79.11814935569011
18034.0,78.99394503959013
18003.0,78.96289396056513
13747.0,78.90855457227138
12434.0,78.90079180251513
15951.0,78.8619779537339
12601.0,78.82316410495265
15987.0,78.75718056202453
15285.0,78.71448532836517
13580.0,78.57475547275267
17772.0,78.56699270299644
17433.0,78.4816022356777
16865.0,78.3573979195777
15328.0,78.31858407079646
16006.0,78.3108213010402
13789.0,78.25648191274648
16542.0,78.21766806396522
13843.0,78.20990529420898
16399.0,78.16332867567148
13226.0,78.12451482689023
14865.0,78.1206334420121
14271.0,78.07793820835273
16284.0,78.03912435957149
17744.0,78.01583605030275
17967.0,77.88386896444652
18007.0,77.87610619469027
13671.0,77.87610619469027
14684.0,77.86834342493403
16424.0,77.86058065517777
16936.0,77.82952957615278
12467.0,77.82176680639652
12927.0,77.81400403664027
16876.0,77.76742741810277
15165.0,77.6897997205403
17355.0,77.62381617761217
15634.0,77.5811209439528
13903.0,77.56559540444032
17980.0,77.52678155565906
14082.0,77.48796770687782
16640.0,77.39869585468095
16559.0,77.34047508150907
17992.0,77.32494954199659
16824.0,77.29389846297158
14614.0,77.27837292345909
14119.0,77.26284738394658
17181.0,77.22403353516535
16724.0,77.20850799565285
13651.0,77.2007452258966
12991.0,77.16581276199348
13992.0,77.1231175283341
13034.0,77.10759198882162
14526.0,77.09594783418723
13721.0,77.03772706101536
13241.0,76.99891321223413
14052.0,76.95233659369663
14252.0,76.94845520881852
17260.0,76.92128551467164
13691.0,76.87470889613414
