CustomerID,DealSeekerScore
14277.0,98.91709361900325
14609.0,93.23474615742897
14033.0,92.22170470423848
14435.0,87.98905449464368
15873.0,87.73870517000466
15470.0,86.58011178388449
15403.0,86.25989753143921
14845.0,86.2191429902189
15642.0,85.96297158826269
16410.0,85.91639496972519
16555.0,85.81741965533303
14683.0,84.14648346530042
12592.0,83.87284583139265
17627.0,83.77969259431765
15775.0,83.04611085235211
15008.0,81.90498369818351
17011.0,81.89916162086632
17199.0,81.67792268281323
16149.0,81.63134606427573
14084.0,80.95016301816489
13217.0,80.77550069864928
14244.0,79.59944108057755
13585.0,79.52957615277131
17345.0,79.4480670703307
14934.0,78.40591523055426
12829.0,78.14974382859805
18084.0,77.95761527713088
12891.0,77.8178854215184
14799.0,77.74219841639497
14137.0,76.91546343735445
18256.0,76.88053097345133
15287.0,76.72915696320447
17484.0,76.38565440149046
17559.0,76.30996739636703
16109.0,76.1877037727061
16605.0,76.03050768514206
12864.0,76.03050768514206
14727.0,75.89659990684677
17966.0,75.25617140195621
17902.0,75.20377270610153
14316.0,75.0
14011.0,74.93595714951095
18131.0,74.44108057755007
13968.0,74.42361434559851
13624.0,74.09175593851886
18279.0,73.7657196087564
14444.0,73.69585468095016
15222.0,73.64927806241266
14725.0,73.52119236143456
17843.0,73.27666511411272
14213.0,73.21844434094085
12661.0,73.16604564508617
16876.0,73.09618071727994
17705.0,72.64788076385655
12348.0,71.97834187238006
13526.0,71.93758733115976
13795.0,71.91429902189101
14874.0,71.72217047042385
14776.0,71.71052631578948
13129.0,71.66394969725198
12504.0,71.6115510013973
14460.0,71.6115510013973
14391.0,71.49510945505357
15424.0,71.41942244993012
17172.0,71.40195621797858
15280.0,71.29133674895203
15646.0,71.25058220773172
16167.0,71.23311597578017
13700.0,71.06427573358174
17996.0,71.05845365626456
14928.0,70.98276665114113
16865.0,70.90125756870052
12914.0,70.7673497904052
13641.0,70.71495109455054
14455.0,70.69166278528178
15161.0,70.6858407079646
14064.0,70.57522123893806
16666.0,70.43549138332557
15374.0,70.42966930600838
17155.0,70.32487191429902
16819.0,70.30740568234746
15850.0,70.28411737307871
16420.0,70.19096413600371
12971.0,70.16767582673498
14533.0,70.10945505356311
17715.0,70.08616674429436
